NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_6H_DN	198	166		
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_6H_UP	200	160		
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN	198	176		
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP	198	178		
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	196	143		
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP	200	184		
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	199	146		
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP	200	180		
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN	159	129		
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP	147	109		
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	199	174		
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP	200	165		
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	200	178		
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP	200	167		
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_DN	162	133		
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP	128	94		
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_DN	199	172		
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP	200	170		
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN	199	172		
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP	197	144		
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	200	173		
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP	200	171		
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_48H_DN	200	175		
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_48H_UP	199	176		
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN	199	181		
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP	199	165		
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	194	170		
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP	197	158		
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_48H_DN	198	166		
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_48H_UP	200	184		
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN	197	174		
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP	198	168		
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN	197	172		
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_UP	196	152		
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_48H_DN	199	175		
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_48H_UP	198	171		
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_DN	199	169		
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP	200	180		
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN	200	156		
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP	199	157		
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	198	167		
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP	198	175		
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	198	161		
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP	194	167		
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_DN	195	169		
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP	191	132		
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_DN	196	162		
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP	198	163		
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN	200	176		
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP	199	159		
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_DN	200	169		
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP	198	178		
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_48H_DN	196	158		
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_48H_UP	198	158		
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_6H_DN	200	169		
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_6H_UP	200	172		
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN	200	172		
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_UP	200	178		
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_48H_DN	200	168		
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_48H_UP	200	177		
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_DN	200	167		
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP	200	152		
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN	200	167		
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP	200	158		
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	199	171		
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP	200	176		
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	200	177		
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP	200	168		
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_DN	199	155		
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP	200	156		
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_DN	200	171		
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP	200	163		
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN	200	158		
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP	200	173		
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_2H_DN	199	167		
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_2H_UP	200	170		
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_DN	198	166		
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP	154	115		
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_4H_DN	130	92		
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_4H_UP	200	173		
GSE27786_BCELL_VS_CD4_TCELL_DN	198	159		
GSE27786_BCELL_VS_CD4_TCELL_UP	200	167		
GSE27786_BCELL_VS_CD8_TCELL_DN	199	158		
GSE27786_BCELL_VS_CD8_TCELL_UP	200	171		
GSE27786_BCELL_VS_ERYTHROBLAST_DN	200	148		
GSE27786_BCELL_VS_ERYTHROBLAST_UP	200	171		
GSE27786_BCELL_VS_MONO_MAC_DN	200	154		
GSE27786_BCELL_VS_MONO_MAC_UP	200	172		
GSE27786_BCELL_VS_NEUTROPHIL_DN	199	158		
GSE27786_BCELL_VS_NEUTROPHIL_UP	200	177		
GSE27786_BCELL_VS_NKCELL_DN	200	179		
GSE27786_BCELL_VS_NKCELL_UP	200	165		
GSE27786_BCELL_VS_NKTCELL_DN	200	167		
GSE27786_BCELL_VS_NKTCELL_UP	200	177		
GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_DN	200	153		
GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_UP	200	179		
GSE27786_CD4_TCELL_VS_MONO_MAC_DN	200	163		
GSE27786_CD4_TCELL_VS_MONO_MAC_UP	200	165		
GSE27786_CD4_TCELL_VS_NEUTROPHIL_DN	200	163		
GSE27786_CD4_TCELL_VS_NEUTROPHIL_UP	200	178		
GSE27786_CD4_TCELL_VS_NKCELL_DN	200	175		
GSE27786_CD4_TCELL_VS_NKCELL_UP	200	168		
GSE27786_CD4_TCELL_VS_NKTCELL_DN	200	162		
GSE27786_CD4_TCELL_VS_NKTCELL_UP	200	176		
GSE27786_CD4_VS_CD8_TCELL_DN	199	161		
GSE27786_CD4_VS_CD8_TCELL_UP	200	171		
GSE27786_CD8_TCELL_VS_ERYTHROBLAST_DN	200	150		
GSE27786_CD8_TCELL_VS_ERYTHROBLAST_UP	200	177		
GSE27786_CD8_TCELL_VS_MONO_MAC_DN	200	172		
GSE27786_CD8_TCELL_VS_MONO_MAC_UP	199	164		
GSE27786_CD8_TCELL_VS_NEUTROPHIL_DN	199	173		
GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP	199	171		
GSE27786_CD8_TCELL_VS_NKCELL_DN	200	177		
GSE27786_CD8_TCELL_VS_NKCELL_UP	199	161		
GSE27786_CD8_TCELL_VS_NKTCELL_DN	200	174		
GSE27786_CD8_TCELL_VS_NKTCELL_UP	200	169		
GSE27786_ERYTHROBLAST_VS_MONO_MAC_DN	200	174		
GSE27786_ERYTHROBLAST_VS_MONO_MAC_UP	200	155		
GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_DN	200	176		
GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_UP	200	161		
GSE27786_LIN_NEG_VS_BCELL_DN	200	175		
GSE27786_LIN_NEG_VS_BCELL_UP	200	159		
GSE27786_LIN_NEG_VS_CD4_TCELL_DN	200	168		
GSE27786_LIN_NEG_VS_CD4_TCELL_UP	200	164		
GSE27786_LIN_NEG_VS_CD8_TCELL_DN	200	176		
GSE27786_LIN_NEG_VS_CD8_TCELL_UP	200	169		
GSE27786_LIN_NEG_VS_ERYTHROBLAST_DN	200	143		
GSE27786_LIN_NEG_VS_ERYTHROBLAST_UP	200	178		
GSE27786_LIN_NEG_VS_MONO_MAC_DN	200	161		
GSE27786_LIN_NEG_VS_MONO_MAC_UP	200	165		
GSE27786_LIN_NEG_VS_NEUTROPHIL_DN	200	179		
GSE27786_LIN_NEG_VS_NEUTROPHIL_UP	199	166		
GSE27786_LIN_NEG_VS_NKCELL_DN	200	169		
GSE27786_LIN_NEG_VS_NKCELL_UP	200	161		
GSE27786_LIN_NEG_VS_NKTCELL_DN	200	177		
GSE27786_LIN_NEG_VS_NKTCELL_UP	200	169		
GSE27786_LSK_VS_BCELL_DN	199	170		
GSE27786_LSK_VS_BCELL_UP	200	172		
GSE27786_LSK_VS_CD4_TCELL_DN	200	168		
GSE27786_LSK_VS_CD4_TCELL_UP	200	171		
GSE27786_LSK_VS_CD8_TCELL_DN	200	171		
GSE27786_LSK_VS_CD8_TCELL_UP	199	174		
GSE27786_LSK_VS_ERYTHROBLAST_DN	200	140		
GSE27786_LSK_VS_ERYTHROBLAST_UP	200	172		
GSE27786_LSK_VS_LIN_NEG_CELL_DN	200	160		
GSE27786_LSK_VS_LIN_NEG_CELL_UP	200	163		
GSE27786_LSK_VS_MONO_MAC_DN	200	155		
GSE27786_LSK_VS_MONO_MAC_UP	200	174		
GSE27786_LSK_VS_NEUTROPHIL_DN	200	160		
GSE27786_LSK_VS_NEUTROPHIL_UP	200	173		
GSE27786_LSK_VS_NKCELL_DN	200	182		
GSE27786_LSK_VS_NKCELL_UP	200	167		
GSE27786_LSK_VS_NKTCELL_DN	198	159		
GSE27786_LSK_VS_NKTCELL_UP	200	163		
GSE27786_NEUTROPHIL_VS_MONO_MAC_DN	199	172		
GSE27786_NEUTROPHIL_VS_MONO_MAC_UP	199	169		
GSE27786_NKCELL_VS_ERYTHROBLAST_DN	200	143		
GSE27786_NKCELL_VS_ERYTHROBLAST_UP	200	177		
GSE27786_NKCELL_VS_MONO_MAC_DN	200	159		
GSE27786_NKCELL_VS_MONO_MAC_UP	200	177		
GSE27786_NKCELL_VS_NEUTROPHIL_DN	200	161		
GSE27786_NKCELL_VS_NEUTROPHIL_UP	200	172		
GSE27786_NKCELL_VS_NKTCELL_DN	199	161		
GSE27786_NKCELL_VS_NKTCELL_UP	200	184		
GSE27786_NKTCELL_VS_ERYTHROBLAST_DN	200	151		
GSE27786_NKTCELL_VS_ERYTHROBLAST_UP	199	178		
GSE27786_NKTCELL_VS_MONO_MAC_DN	200	163		
GSE27786_NKTCELL_VS_MONO_MAC_UP	200	174		
GSE27786_NKTCELL_VS_NEUTROPHIL_DN	200	164		
GSE27786_NKTCELL_VS_NEUTROPHIL_UP	200	162		
GSE27859_CD11C_INT_F480_HI_MACROPHAGE_VS_CD11C_ING_F480_INT_DC_DN	200	169		
GSE27859_CD11C_INT_F480_HI_MACROPHAGE_VS_CD11C_ING_F480_INT_DC_UP	178	154		
GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_DN	158	139		
GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_UP	200	178		
GSE27859_DC_VS_CD11C_INT_F480_INT_DC_DN	200	181		
GSE27859_DC_VS_CD11C_INT_F480_INT_DC_UP	200	168		
GSE27859_MACROPHAGE_VS_CD11C_INT_F480_HI_MACROPHAGE_DN	187	166		
GSE27859_MACROPHAGE_VS_CD11C_INT_F480_HI_MACROPHAGE_UP	175	151		
GSE27859_MACROPHAGE_VS_CD11C_INT_F480_INT_DC_DN	199	164		
GSE27859_MACROPHAGE_VS_CD11C_INT_F480_INT_DC_UP	171	144		
GSE27859_MACROPHAGE_VS_DC_DN	196	140		
GSE27859_MACROPHAGE_VS_DC_UP	168	145		
GSE27896_HDAC6_KO_VS_WT_TREG_DN	165	133		
GSE27896_HDAC6_KO_VS_WT_TREG_UP	176	162		
GSE28130_ACTIVATED_VS_INDUCEED_TREG_DN	196	142		
GSE28130_ACTIVATED_VS_INDUCEED_TREG_UP	197	158		
GSE28237_EARLY_VS_LATE_GC_BCELL_DN	200	166		
GSE28237_EARLY_VS_LATE_GC_BCELL_UP	200	145		
GSE28237_FOLLICULAR_VS_EARLY_GC_BCELL_DN	200	169		
GSE28237_FOLLICULAR_VS_EARLY_GC_BCELL_UP	200	165		
GSE28237_FOLLICULAR_VS_LATE_GC_BCELL_DN	200	180		
GSE28237_FOLLICULAR_VS_LATE_GC_BCELL_UP	199	161		
GSE2826_WT_VS_BTK_KO_BCELL_DN	200	162		
GSE2826_WT_VS_BTK_KO_BCELL_UP	200	170		
GSE2826_WT_VS_XID_BCELL_DN	200	161		
GSE2826_WT_VS_XID_BCELL_UP	200	177		
GSE2826_XID_VS_BTK_KO_BCELL_DN	200	162		
GSE2826_XID_VS_BTK_KO_BCELL_UP	200	163		
GSE28408_LY6G_POS_VS_NEG_DC_DN	200	171		
GSE28408_LY6G_POS_VS_NEG_DC_UP	197	167		
GSE28449_WT_VS_LRF_KO_GERMINAL_CENTER_BCELL_DN	197	153		
GSE28449_WT_VS_LRF_KO_GERMINAL_CENTER_BCELL_UP	199	145		
GSE28726_ACT_CD4_TCELL_VS_ACT_NKTCELL_DN	199	177		
GSE28726_ACT_CD4_TCELL_VS_ACT_NKTCELL_UP	200	180		
GSE28726_ACT_CD4_TCELL_VS_ACT_VA24NEG_NKTCELL_DN	200	179		
GSE28726_ACT_CD4_TCELL_VS_ACT_VA24NEG_NKTCELL_UP	200	171		
GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_DN	200	168		
GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_UP	200	181		
GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_DN	197	159		
GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP	200	175		
GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_DN	199	175		
GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_UP	200	169		
GSE28726_NAIVE_VS_ACTIVATED_NKTCELL_DN	200	176		
GSE28726_NAIVE_VS_ACTIVATED_NKTCELL_UP	199	164		
GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_DN	197	148		
GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_UP	200	166		
GSE28737_BCL6_HET_VS_BCL6_KO_FOLLICULAR_BCELL_DN	200	158		
GSE28737_BCL6_HET_VS_BCL6_KO_FOLLICULAR_BCELL_UP	200	172		
GSE28737_BCL6_HET_VS_BCL6_KO_MARGINAL_ZONE_BCELL_DN	200	176		
GSE28737_BCL6_HET_VS_BCL6_KO_MARGINAL_ZONE_BCELL_UP	200	143		
GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_BCL6_HET_DN	200	150		
GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_BCL6_HET_UP	200	172		
GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_DN	200	159		
GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_UP	199	172		
GSE28737_WT_VS_BCL6_HET_FOLLICULAR_BCELL_DN	200	172		
GSE28737_WT_VS_BCL6_HET_FOLLICULAR_BCELL_UP	200	159		
GSE28737_WT_VS_BCL6_HET_MARGINAL_ZONE_BCELL_DN	200	168		
GSE28737_WT_VS_BCL6_HET_MARGINAL_ZONE_BCELL_UP	200	155		
GSE28737_WT_VS_BCL6_KO_FOLLICULAR_BCELL_DN	200	172		
GSE28737_WT_VS_BCL6_KO_FOLLICULAR_BCELL_UP	200	155		
GSE28737_WT_VS_BCL6_KO_MARGINAL_ZONE_BCELL_DN	198	163		
GSE28737_WT_VS_BCL6_KO_MARGINAL_ZONE_BCELL_UP	199	137		
GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_DN	198	141		
GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_UP	199	143		
GSE28783_ANTI_MIR33_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_DN	199	138		
GSE28783_ANTI_MIR33_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_UP	199	158		
GSE28783_CTRL_ANTI_MIR_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_DN	199	162		
GSE28783_CTRL_ANTI_MIR_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_UP	199	155		
GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_DN	200	179		
GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP	200	178		
GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_DN	195	135		
GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP	200	182		
GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DN	200	145		
GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_UP	200	168		
GSE29164_DAY3_VS_DAY7_CD8_TCELL_TREATED_MELANOMA_DN	200	164		
GSE29164_DAY3_VS_DAY7_CD8_TCELL_TREATED_MELANOMA_UP	200	166		
GSE29164_DAY3_VS_DAY7_UNTREATED_MELANOMA_DN	199	177		
GSE29164_DAY3_VS_DAY7_UNTREATED_MELANOMA_UP	196	161		
GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_DN	200	175		
GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP	200	172		
GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_DN	200	162		
GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP	200	182		
GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_DN	200	170		
GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_UP	200	174		
GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY7_DN	200	156		
GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY7_UP	200	175		
GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_DN	180	141		
GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_UP	171	145		
GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_DN	184	106		
GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_UP	190	114		
GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	194	152		
GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP	188	115		
GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_DN	187	132		
GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_UP	190	112		
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	191	152		
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP	187	102		
GSE29615_CTRL_VS_DAY3_LAIV_IFLU_VACCINE_PBMC_DN	195	141		
GSE29615_CTRL_VS_DAY3_LAIV_IFLU_VACCINE_PBMC_UP	191	160		
GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN	191	106		
GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_UP	194	122		
GSE29615_CTRL_VS_LAIV_FLU_VACCINE_PBMC_DN	191	110		
GSE29615_CTRL_VS_LAIV_FLU_VACCINE_PBMC_UP	192	148		
GSE29615_DAY3_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN	191	143		
GSE29615_DAY3_VS_DAY7_LAIV_FLU_VACCINE_PBMC_UP	189	123		
GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_DN	199	165		
GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP	196	161		
GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_DN	194	158		
GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	196	159		
GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_DN	198	168		
GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_UP	191	156		
GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_DN	191	149		
GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	189	153		
GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN	200	181		
GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP	193	175		
GSE29618_BCELL_VS_MDC_DN	200	176		
GSE29618_BCELL_VS_MDC_UP	194	178		
GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN	200	179		
GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_UP	196	177		
GSE29618_BCELL_VS_MONOCYTE_DN	200	177		
GSE29618_BCELL_VS_MONOCYTE_UP	195	171		
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN	198	180		
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_UP	194	169		
GSE29618_BCELL_VS_PDC_DN	198	180		
GSE29618_BCELL_VS_PDC_UP	196	177		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_DN	198	168		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_UP	198	132		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MDC_DN	196	145		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MDC_UP	197	168		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MONOCYTE_DN	195	151		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MONOCYTE_UP	198	162		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_PDC_DN	200	146		
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_PDC_UP	198	161		
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_DN	200	162		
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	200	183		
GSE29618_MONOCYTE_VS_MDC_DN	200	167		
GSE29618_MONOCYTE_VS_MDC_UP	200	178		
GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_DN	199	178		
GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP	200	184		
GSE29618_MONOCYTE_VS_PDC_DN	197	176		
GSE29618_MONOCYTE_VS_PDC_UP	199	180		
GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN	200	179		
GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_UP	199	177		
GSE29618_PDC_VS_MDC_DN	200	179		
GSE29618_PDC_VS_MDC_UP	198	180		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_BCELL_DN	196	159		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_BCELL_UP	196	148		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MDC_DN	198	166		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MDC_UP	197	150		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MONOCYTE_DN	199	167		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MONOCYTE_UP	197	138		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_DN	200	183		
GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_UP	199	137		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_DN	199	148		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_UP	198	170		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_DN	196	156		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_UP	198	142		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MONOCYTE_DN	200	173		
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MONOCYTE_UP	197	151		
