	baseMean	log2FoldChange	lfcSE	pvalue	padj
AC007381.1	35.070742689316	2.70169860887846	0.213980626753918	2.26502862842187e-38	1.22645339627391e-35
Z84484.1	9.36203566482895	2.69843533890732	0.463230652884643	3.65135072642528e-11	7.72944367766734e-10
NDP	3.99054690971088	2.69475639802895	0.379234604329359	1.11184370966571e-14	3.85789142834428e-13
AL445490.1	10.5047319295968	2.69471629031624	0.30435400074176	1.02039998686454e-20	7.66268252909663e-19
SPERT	2.30375505035637	2.6827940915778	0.631901123143088	5.94420726080205e-08	7.36351647190024e-07
LAMA3	61.9549659814632	2.66756393340615	0.227523216403436	1.54954660935813e-33	5.14249532808917e-31
SERPINB7	5.93027124258801	2.6605535479939	0.378867456209537	2.27736687867643e-14	7.53361750733861e-13
TSLP	48.6185801641033	2.65893633344581	0.261016428027375	3.48805483065536e-26	5.27722177908563e-24
TUBA8	20.0796767655759	2.64617270567647	0.299862607504829	1.57582078429127e-20	1.13370938662857e-18
TMEM171	1.60774540424471	2.6314069676133	0.537969119649597	5.48153173835862e-09	8.07358604498689e-08
BTF3P11	1.86775760914493	2.62791316909994	0.526201116601279	3.4835722910154e-09	5.28746391455829e-08
AC017076.1	2.15315112207081	2.62390263886831	0.567498818833447	1.78890243457171e-08	2.41683890306943e-07
AC005062.1	22.1889900382006	2.61988510094881	0.237475157206495	4.89789902991822e-30	1.18563729928938e-27
AC137735.1	2.06678907772465	2.6171191890653	0.675817704124234	2.67506632082279e-07	2.93089268462459e-06
CLEC12A-AS1	11.6684384722657	2.61566018617539	0.343953874860255	3.89652297201043e-16	1.61969407418357e-14
BHLHE22	20.6879047714841	2.60169866838834	0.236053982047818	5.82641973053684e-30	1.37798175144283e-27
FRMD7	203.491686744018	2.58255513856199	0.17410105499853	2.04754286146871e-51	5.26628023969752e-48
AP000880.1	7.30320646645752	2.57113325338468	0.348421090335672	2.42261093999585e-15	9.16316961421958e-14
AC092723.4	196.699358153147	2.56847287080096	0.244392825600452	1.623806692317e-27	2.71637776431825e-25
PMAIP1	4355.72977208064	2.56106739617822	0.132397113676204	5.95038961485652e-85	1.22435216715288e-80
AC007785.1	126.121615011177	2.56096721615764	0.274230497503466	1.91895764546483e-22	1.7471005536763e-20
AC024901.1	12.5834234847362	2.54611047828641	0.290390027422758	3.55912369005148e-20	2.44108430154997e-18
SEL1L2	20.4491080995876	2.53539366006095	0.239040544965522	6.36939407473464e-28	1.11064959730288e-25
LINC01055	3.96109940718214	2.52498829315169	0.403688939198165	5.55164227520482e-12	1.33746636906893e-10
AL356234.2	217.10621023634	2.51271074083579	0.1938025263042	5.11245778191189e-40	3.8960715303933e-37
MMP7	6.21453049037459	2.50938155161251	0.334370044283746	1.14878463250312e-15	4.46831618116903e-14
AC005229.2	2.05580065935839	2.50316689333411	0.559059610998945	5.12853396568549e-08	6.37997066976691e-07
IL36G	82.3009294097742	2.49631464012482	0.218345833268418	7.5343224703442e-32	2.15314193263614e-29
LINC02202	15.8085858255832	2.48447555716958	0.27140094175469	1.30374635252045e-21	1.06451924402622e-19
SLC25A48	55.023300190336	2.48296043023179	0.282596107761732	3.58609040550966e-20	2.4514085110886e-18
LMNB1-DT	53.5924511819256	2.48162375894161	0.251709524204072	1.57775342251746e-24	1.90963849539525e-22
AGTR1	3.02206383267367	2.48093985576158	0.531223877440317	2.52417680989949e-08	3.31868767031898e-07
ZC3HAV1	6666.03096441387	2.46294968300808	0.170548615448592	8.76912312949494e-49	2.00481641680542e-45
MIR155HG	2523.61933881285	2.46191926962068	0.199767551248244	1.97867179435225e-36	8.66237251927486e-34
CLEC19A	6.69491088741828	2.45949158570588	0.393437736097537	6.87891131063933e-12	1.62131133021437e-10
AMOTL2	1.94195155518376	2.45283406320786	0.630071789328361	4.72388728513422e-07	4.96164904435537e-06
AL590068.2	6.66957016388394	2.43990941040817	0.368003929733544	6.49313473413978e-13	1.77899787336432e-11
AC068506.1	8.13837515352218	2.43955963883761	0.31154908594319	1.13553927845446e-16	5.05732818040669e-15
CSF3	362.016994137483	2.43459510473073	0.246768060337776	1.64301516963963e-24	1.97699883804122e-22
INHBA-AS1	104.029038479889	2.43056138635453	0.224697214370281	8.50449643153912e-29	1.78559712831989e-26
AC021127.1	16.1206215597292	2.42748191486532	0.272363952231092	1.33115050381561e-20	9.78205455946789e-19
LINC02156	183.721649506333	2.42072755985351	0.210180684100594	3.3695822162571e-32	1.00481918379284e-29
BCL2L14	70.2627219527508	2.39069827752058	0.276637080258402	1.560730391116e-19	1.01625280150642e-17
WSCD2	11.7311930173792	2.38718630417009	0.355546801374941	4.23111151403061e-13	1.19751513772619e-11
ACSM5	2.1862469207266	2.38609243513485	0.495570684079931	1.81260043024346e-08	2.4456437018157e-07
AL023755.1	7.29267367035198	2.3843949666909	0.328663780605642	9.87596336705643e-15	3.46530556524204e-13
AC113418.1	218.695399700236	2.36525047088955	0.19773972894112	1.99568991067065e-34	7.11781404370605e-32
AL513303.1	12.5764371048048	2.35236913025298	0.338054854122336	8.64791821631882e-14	2.63614170694779e-12
PTGS2	32690.4332331114	2.348502361831	0.220819339146497	7.05688250827736e-28	1.22018835706147e-25
AL365434.1	136.067726218241	2.34676004923275	0.205825186618377	1.46636857840173e-31	4.0772972796208e-29
IDO1	1.28424445257728	2.34364846656227	0.534574191201655	1.23007012712892e-07	1.43155672713827e-06
LINC02098	2.27580816886899	2.33954200167315	0.540225461318069	1.52646428396072e-07	1.7420149255006e-06
AC090023.2	35.7665504433127	2.33833440816911	0.253351775157741	8.87008324450091e-22	7.38910254408302e-20
CFAP54	21.8501577368637	2.32684862221549	0.248535845552427	2.62348204354212e-22	2.35723871300973e-20
LAMP3	210.556465907852	2.31445247175143	0.239798129010023	1.68838078494032e-23	1.72767800253283e-21
GXYLT2	119.8765147024	2.31387121875019	0.16286591199547	3.34623346223484e-47	6.25928179263128e-44
AL138688.1	8.65197397696653	2.29978387329571	0.317833942744634	1.34223838311638e-14	4.62450389305318e-13
SCG3	28.3223173889971	2.29590329809088	0.214676636998297	4.07524642472043e-28	7.98593051762357e-26
LINC00917	9.05575161613976	2.2935540070052	0.287007768338464	4.26577826323358e-17	2.01313425560308e-15
FAM9B	14.3335568356115	2.28722292291802	0.25021245410461	2.18577244842192e-21	1.74319588754765e-19
PACERR	97.2950968039148	2.28703184325108	0.176259933140621	6.93993020652611e-40	5.09985728319576e-37
APOF	14.8870538293639	2.26844770719083	0.282738544795161	3.44148067565422e-17	1.6429676654817e-15
FRMD1	2.106646780709	2.26801555006304	0.586905299297387	9.26141697206162e-07	9.18375496950072e-06
RNF144A-AS1	6.46833987090807	2.26793737388433	0.409053756278013	6.52787448162864e-10	1.13252567735237e-08
IL2RA	223.426706768628	2.26604545028193	0.212207686368566	5.07117531222328e-28	9.48586392948238e-26
LINC00158	42.8777730948789	2.26351875589195	0.240863057211601	2.08029471643596e-22	1.88564511389367e-20
SERPINA6	9.89902203649189	2.26276731548939	0.321762499830426	6.11475965313474e-14	1.90343864785023e-12
CCL20	4596.73984147593	2.25641542063194	0.201884728964208	2.16057298195672e-30	5.55699370959269e-28
AGBL4	30.8804944475682	2.25472090230872	0.198009928658352	1.99978040696812e-31	5.48633088717013e-29
OTP	3.31039587277111	2.25242562355322	0.341883602543216	1.27644823214736e-12	3.36720497752103e-11
AC017104.1	15.4143324919435	2.25126585758184	0.271588573504108	3.99987279726922e-18	2.1211696566137e-16
AC007991.3	3.89149813345854	2.24653095966563	0.480529060190376	4.7959634777047e-08	6.0025392042124e-07
C2CD4A	25.9356166376377	2.24409578770079	0.251045391274656	1.46167669987172e-20	1.05899506255495e-18
AC015849.1	11.2156282034841	2.24070193962765	0.30310208958146	4.70547608386885e-15	1.72277359255668e-13
TRAPPC3L	3.19997586803619	2.23152364538421	0.600397749091878	1.5913298268131e-06	1.51099227118165e-05
AC026254.1	1.3420127124699	2.23072949600287	0.527284801489036	2.95827139865297e-07	3.21719832445473e-06
ADCY10	61.6965351585659	2.21990624096884	0.172297758250813	2.47538973395655e-39	1.64301997309323e-36
AC092894.1	1.09184984235418	2.21267918295708	0.622464130170027	2.62032759381552e-06	2.38777061870453e-05
CCL4L2	14428.2134601096	2.21187444750104	0.217907704431891	1.36727232632384e-25	1.88812049573418e-23
C2CD4B	28.7760247391459	2.20942705274421	0.344894628589707	4.46605667413772e-12	1.09397121579831e-10
BATF2	120.465242193401	2.20736510432044	0.351769359811135	1.02527491089362e-11	2.35184577107548e-10
AL133268.3	21.6852432720237	2.20634755800818	0.326184524564368	4.26419573838323e-13	1.20522103726612e-11
AC012368.1	381.89762524238	2.20268760013653	0.164438165493182	2.97438464988436e-42	3.22110202926424e-39
MMP20	14.4770933116958	2.19559564993604	0.295564332910986	3.85220296922289e-15	1.42816087017532e-13
ZNF259P1	116.058076052962	2.18336962296795	0.160513408610451	1.83158204959134e-43	2.09370179179952e-40
PLS3	12.3695500755463	2.17943129801735	0.234432280729184	5.99268005202323e-22	5.0952638326624e-20
AL353588.1	2.19204338779435	2.17530023520773	0.480228920583531	1.03855162968798e-07	1.22459818524126e-06
ASAH2B	2.57187162536409	2.17517226801094	0.529019092809703	5.18106121541306e-07	5.38139906957795e-06
GBP7	2.41111748370523	2.17064745988681	0.42996681483572	1.01035554417422e-08	1.41904953426135e-07
DNAAF1	474.810096624511	2.16894503790528	0.197833141680827	2.57213917983877e-29	5.69078879186694e-27
PTCD2	114.1465215835	2.15228733509373	0.183471937836598	4.14047278329013e-33	1.27155773117877e-30
OASL	4501.36535827442	2.15156083339371	0.190429308678462	6.17169223636679e-31	1.64920440851277e-28
LINC01214	93.4768065466965	2.15080437624177	0.316627799871043	3.80285373653246e-13	1.08828259364245e-11
SLC14A2	35.7871151633208	2.1483765889076	0.269786273065747	6.56669118742182e-17	3.02951205991909e-15
TEX46	15.7290945127778	2.14658490623283	0.286130610537215	2.36649407255875e-15	8.96740000680826e-14
LINC02426	175.256989067931	2.14512325924475	0.237336922699713	6.73672075001099e-21	5.17219276687411e-19
STEAP1B	539.346734238038	2.14381313785436	0.200277067770021	4.44154966391652e-28	8.55471966191481e-26
SRL	12.7303020077571	2.13892923075181	0.295552336649019	1.69790718491146e-14	5.79372110061992e-13
NOCT	483.23636190716	2.13476993902585	0.135965425486184	7.60774672643107e-57	3.13073993286091e-53
IL1A	11456.9147851425	2.13171209424911	0.212165353763927	4.25143173289033e-25	5.57181269655741e-23
TNIP3	1760.40417506592	2.12005113989726	0.173337403032998	1.0379482077174e-35	4.27136446439866e-33
AF233439.1	24.944146622712	2.11784571103811	0.298269392027666	4.65611167608912e-14	1.48074426348083e-12
AP001486.1	13.9334998270509	2.10353294437888	0.343422950629275	3.02069785071285e-11	6.45419304011086e-10
LINC01392	2.23095046676705	2.1020461384194	0.51896554416188	7.53413796585812e-07	7.60286526657659e-06
AC104590.1	6.11637018595244	2.09900351948544	0.294722239015991	4.08266558035386e-14	1.30645298571323e-12
SERPINB13	4.04535930771776	2.08868122011965	0.41432988794756	1.20605579100453e-08	1.66997334829806e-07
VEGFC	2.9025467542051	2.08716633826579	0.57139315486349	2.75338706347421e-06	2.49685730357186e-05
AC104078.2	1.66169416374321	2.0832312591026	0.607174205776129	5.07527815256993e-06	4.3767360967007e-05
SLC16A12	5.43094660374083	2.07730063812214	0.386521116030176	2.2608907754601e-09	3.57297147433694e-08
C12orf50	12.7491024609156	2.06043040866688	0.327234096404628	1.10263684223018e-11	2.51807499064685e-10
SELENOOLP	29.0288476102405	2.06035688056886	0.266828361130728	4.84913130785136e-16	1.99951354289278e-14
AC093010.2	8.57264497832992	2.05919420160962	0.291017155061104	5.92779375398916e-14	1.84803461033456e-12
MTCO1P4	40.8963430377479	2.05790964649722	0.333870772297873	2.5281706744866e-11	5.464247877966e-10
NREP-AS1	3.28160406987924	2.0571601379061	0.396056268737888	5.91589979180191e-09	8.66374050648514e-08
HSD11B1	20.7189924041563	2.05534511223907	0.174533506269734	2.62184102624375e-33	8.29953860861406e-31
IFIT5	875.350853062884	2.04862767442431	0.221164157105007	9.31304446510367e-22	7.72682269814408e-20
CCDC178	15.3103237057586	2.04850256413944	0.296271858207525	1.86651544656292e-13	5.52595997532068e-12
AL079307.1	16.0918851101043	2.04575264872012	0.26293929512639	3.11156230717616e-16	1.30941173141245e-14
AC011602.1	1.52541120160247	2.04311423864326	0.637392290525155	9.65853091761173e-06	7.85199257845827e-05
IGFL2-AS1	1.24887845477896	2.04267225349903	0.518634197305239	1.24323584064222e-06	1.20664248382331e-05
FGF2	8.41752844223352	2.04248612279132	0.36519613634892	7.27979650884239e-10	1.25032631858048e-08
AC126178.1	25.567484585302	2.04190251292319	0.249856970477677	1.34230923199611e-17	6.74097684518916e-16
AC004130.1	89.5380894900991	2.04168282217242	0.195137510564688	6.31175052447767e-27	1.01461389680979e-24
CXCL3	12546.9750897873	2.03937674469748	0.211517075634538	2.55560862274583e-23	2.54029966288011e-21
CH25H	13.6050368210637	2.03209471174001	0.352843334185135	2.89097861904021e-10	5.3397465049705e-09
SLC44A3-AS1	408.254498814572	2.02613357805242	0.200208436708359	2.21605467613615e-25	2.96087928676477e-23
CD69	434.079981026663	2.0221120282314	0.271208961611571	3.82521857121665e-15	1.42071655814718e-13
SMTNL1	54.5797668800875	2.01932439877071	0.26988056909606	3.14539361668403e-15	1.17672034648892e-13
AC079584.1	5.13235710994055	2.01559729427344	0.421778229864464	4.64831343449704e-08	5.8461917621156e-07
LINC01277	50.3783830972531	2.0152940996393	0.234023689164413	3.35530630524742e-19	2.07948140170997e-17
EIF1B-AS1	119.866224272953	2.01330031463941	0.154001022558886	2.4938220223415e-40	1.97357238198842e-37
AC092723.3	2.63218359462473	2.0114613246841	0.514135039127892	1.44008975130513e-06	1.37691852801367e-05
LINC01181	182.367850983233	2.01085032098952	0.241862262785514	4.24805415942531e-18	2.24699132093407e-16
AL592045.1	3.38209065835341	2.00969326472662	0.38946924670439	7.50977503673753e-09	1.07905817846307e-07
AC005083.1	221.81605520005	2.00946009165761	0.252363159166883	7.57954623607817e-17	3.4734241281413e-15
AC079384.1	5.16216307667033	2.00934090703513	0.325622747239547	2.56309213250852e-11	5.53391224748114e-10
AP000223.1	16.4123236405111	2.00158838220485	0.343456438423554	2.01978265309434e-10	3.84094712292691e-09
AC068413.1	6.42192150324781	2.00079807240434	0.387674136113523	7.56324731961302e-09	1.08598309035839e-07
AC104009.1	1.9555590873931	2.00067892258805	0.495518656178292	9.56972826435183e-07	9.47122312493041e-06
LINC00867	1.40313157620194	1.99916833978077	0.671031298794916	1.75199954677151e-05	0.000134937552038739
AP000851.2	5.06113750928724	1.9983291628784	0.280786232387019	4.69739784919659e-14	1.48697935607799e-12
AP002518.2	1.50861320958572	1.99410381887113	0.580543952118957	6.17460688947877e-06	5.24561153418312e-05
AC087482.1	25.7987601521465	1.9893975297356	0.200919245068849	2.05369907461113e-24	2.41468069481135e-22
C3orf52	9.17118303546498	1.98809996455491	0.248546732430967	5.75910960626147e-17	2.68706211470376e-15
AIM2	312.872459000193	1.98800857131199	0.257397332687751	5.09922632714081e-16	2.09007332484561e-14
F3	7268.11068694056	1.98643309250131	0.185440280771551	4.59852363917736e-28	8.76103911108458e-26
AP005271.1	49.1258518058962	1.98413730408666	0.273365376039262	1.71196236359998e-14	5.8320095353366e-13
SMIM9	9.81374148751532	1.97727235845613	0.280887097658575	8.31873727631077e-14	2.54711812793706e-12
LINC01093	72.7663140168824	1.97528994675974	0.161854645998979	1.5812989019019e-35	6.37976592265362e-33
RXFP1	13.9649497396948	1.97430015460279	0.311009042532079	8.74755637217326e-12	2.02691126029096e-10
AC016598.2	101.768048206609	1.97321088966252	0.210564111997647	3.56197465508784e-22	3.11877406396116e-20
C1QTNF1	188.897921326747	1.96828787174081	0.165183162633007	5.22824544822531e-34	1.76354718594564e-31
FAP	7.31768117606051	1.96512506414345	0.433202793260855	1.45593565022699e-07	1.6689321414524e-06
AP004608.1	2.73631350328893	1.96432507925472	0.48356567082197	9.32900453431877e-07	9.24631971571016e-06
C11orf86	9.09697268278076	1.96336766464566	0.357490623482	1.39579758556074e-09	2.28661871978485e-08
RTP4	154.12714057154	1.96282157109762	0.258616039861375	1.46073966538853e-15	5.62849800656075e-14
BAALC-AS2	177.961473359349	1.96216859343193	0.241788261643028	2.28444011256505e-17	1.11385402265731e-15
VWA3B	12.2250429392626	1.96215531016193	0.28939400115722	5.11386426495169e-13	1.41809799347232e-11
AC015468.3	35.9225319015278	1.9603501658898	0.263810695234076	4.8684186002989e-15	1.77610959432181e-13
AC009365.1	3.26625227128482	1.95833080998104	0.442103102098437	2.29596615107245e-07	2.54535557782687e-06
AC120193.1	193.169952674642	1.95711169378243	0.200899446840007	1.0158239477249e-23	1.06099459636485e-21
LINC02056	147.187871817206	1.95425014781203	0.252725761013474	4.87635278748955e-16	2.0067166991077e-14
HERC6	617.051691774803	1.95179413187597	0.186532965132746	6.61121169468387e-27	1.05451389015361e-24
CD34	3.99466081360767	1.9498334956694	0.354137484672952	1.31502921682196e-09	2.16637639434177e-08
CALD1	3.00870094433606	1.94754493297513	0.40709685100094	4.98943649873598e-08	6.21444584733605e-07
AC022733.1	4.28282432520714	1.94711106404155	0.315571878767932	2.74805270289715e-11	5.90228939611813e-10
AC099062.1	1.86340872652992	1.94651537541007	0.58174096747808	8.6068784288785e-06	7.05839500010379e-05
AC093277.1	64.0523113714057	1.94519659971347	0.180085829168429	1.78395406244151e-28	3.59869007733298e-26
HDC	8.82998648413289	1.94475418574782	0.320531102155426	5.17499861270908e-11	1.06480771455102e-09
NCOA4P2	4.25360638673316	1.94369087253905	0.360869282206262	2.52551592624583e-09	3.95471961175298e-08
HMGA2	95.2592836765845	1.94342535310583	0.236541618093529	1.01035292708956e-17	5.1457974821274e-16
AC005180.2	3.84419504611154	1.94295142183647	0.299865460500266	3.86928921560641e-12	9.59210781931537e-11
AC026461.3	32.9402059048109	1.94225836419898	0.284055959704417	3.51371948966095e-13	1.00975268462659e-11
AC243829.2	42.0199934070256	1.93808743596132	0.270050075902915	3.21789877934655e-14	1.04765008360498e-12
SLC5A1	22.8013065645919	1.93424205684621	0.284049084669738	4.29077548596867e-13	1.20941090957933e-11
AC009570.1	20.9848431020776	1.93363276136282	0.267275310377968	2.12198149304832e-14	7.09949450422149e-13
TNNI1	3.16379017769267	1.9268001001134	0.412416650478915	8.50082720677445e-08	1.02408091690042e-06
LINC01892	3.34199128082982	1.9232252069627	0.381012493125781	1.46652265184154e-08	2.00366335221059e-07
SYNPO2	1037.55632483908	1.91770713771436	0.233122046659677	9.44927474401765e-18	4.82452300577934e-16
EXT1	6527.76658757684	1.91627858738647	0.139231592819893	2.37842540352127e-44	3.26256540685691e-41
AC023796.1	557.897948622306	1.91613406272549	0.185691631109689	3.05544191229566e-26	4.65694613239966e-24
AL138737.1	17.7116884354483	1.91511731450291	0.295930577250739	4.17930056347728e-12	1.02739890554491e-10
MTND1P5	16.6405388658142	1.9138192564907	0.2984991204983	6.17353184136979e-12	1.46851550483266e-10
NAV2	70.110754728393	1.91046543696016	0.228459115538994	3.03924046692914e-18	1.6285263501962e-16
RAP2CP1	5.2102440157935	1.90946150860518	0.368747115546123	7.74946532431214e-09	1.11117072134527e-07
AC022113.1	24.1255696458916	1.90893501476273	0.203342705471341	3.15895609389273e-22	2.80166726672142e-20
FAM240B	40.8926368636966	1.90366190999356	0.324819922853576	1.85162832806641e-10	3.54410274216693e-09
AL132671.2	11.1270464618092	1.90360958038588	0.353479766894592	2.65149214398025e-09	4.13168656453243e-08
MACC1	177.212372322674	1.88752061726983	0.194481708030618	1.50579686794203e-23	1.55694856054147e-21
ITGB8	1585.78879848615	1.88543749086876	0.187965949884315	5.93917084698709e-25	7.54348020664236e-23
DRP2	2.55094448213487	1.88382111055661	0.365619823673535	9.08900924270647e-09	1.28532958197889e-07
ABCA6	233.802110739464	1.88372724746959	0.146091907921206	2.72577474922313e-39	1.75267316375047e-36
HERC5	888.385374700976	1.88096961051518	0.286391837082228	2.28870961676289e-12	5.87921211916519e-11
RHEBL1	15.7459247892495	1.88008160219295	0.230283162011462	1.61656528492474e-17	7.97660606777251e-16
SLC6A7	5.23891287516223	1.87553976772604	0.384470667304114	3.51050004714641e-08	4.49204284639829e-07
LINC01887	1.12984116026933	1.87330692608763	0.669787781893289	3.44507220289208e-05	0.000249861845776198
AC011990.1	128.768381235702	1.87297722071063	0.206755968991218	6.85364078442707e-21	5.24239824462347e-19
PNPT1	553.325824529548	1.87000881552243	0.194865271821297	4.38349162668327e-23	4.23449407092183e-21
IGFN1	13.4937094949364	1.86666791527612	0.290795403322747	6.12370868660123e-12	1.46246286548522e-10
DEC1	4781.83375464518	1.86176716585151	0.1551589446443	2.00638226348635e-34	7.11781404370605e-32
BAALC	127.569009092015	1.8560874601014	0.261804385376468	6.42612849119144e-14	1.9943291076132e-12
PELI1	10669.3587923023	1.85246732543147	0.118308165101182	1.70374320917624e-56	5.84270337866839e-53
USP18	264.312501092278	1.84960165465382	0.361954885354456	1.1668291272691e-08	1.62111249984395e-07
AC090844.3	2.75311253688146	1.84888108827301	0.399579296144781	1.14001702221844e-07	1.33505920598558e-06
SLC26A9	5.27048615742333	1.84842891904735	0.407496799766277	1.6945275894407e-07	1.91785476789504e-06
CCR7	616.487725292927	1.84448019648823	0.266171655594115	2.009728535401e-13	5.93288010680214e-12
MSANTD3	243.159992725474	1.84288767987857	0.157902872268371	1.00345470889299e-32	3.03633589561503e-30
CYP7B1	45.9896479601256	1.83767903240776	0.216612410460133	1.13401720592068e-18	6.41031264533624e-17
KCNG4	2.83342756761976	1.83744172645588	0.42829041226697	4.73274865246159e-07	4.96588660239927e-06
LINC00336	1.30144841051009	1.83339654725471	0.513798241031203	5.75035136163312e-06	4.91767371641575e-05
LINC02392	8.89020194652213	1.8313758707316	0.336202361828791	2.04556171902392e-09	3.27799672356979e-08
AC025263.1	9.18387182215249	1.82835684118113	0.264136635473557	2.14671489148078e-13	6.31011508672979e-12
EBF1	249.762316008832	1.82092760499516	0.193707940040301	2.93705580740843e-22	2.61614113823532e-20
LINC02416	129.218723970698	1.8181896671226	0.209811654047639	2.37310293915331e-19	1.51642751788877e-17
HAO1	2.85676423431166	1.81554323325901	0.488098673404002	3.72002712133597e-06	3.28652975734688e-05
ACO1	695.385017670925	1.81529935986645	0.137898646322373	8.13988626203901e-41	7.28201303163977e-38
TXNDC8	4.64406692550922	1.81283687818144	0.391344999648537	1.15920016583463e-07	1.35444080705356e-06
AC007608.3	16.0791651809425	1.81113544403678	0.250433322246762	2.37318843044971e-14	7.82543672194442e-13
AP000221.1	1.430337960049	1.81069025268483	0.561261324664814	1.52221987566764e-05	0.000118730842159732
AL357060.1	470.305030676089	1.81039445080806	0.140439339213133	2.91159560982046e-39	1.81542397780805e-36
HEATR9	4.62897576003007	1.81014656103073	0.353430862379718	1.14524300007647e-08	1.59327383161416e-07
MIS18A-AS1	134.7555018658	1.80798095819143	0.168739119886465	4.85759147578132e-28	9.16970662437398e-26
INHBA	459.71298065275	1.80728062287546	0.308295782697911	2.00747550457787e-10	3.82107455894489e-09
CCL3L1	1883.95026446519	1.80683634735664	0.192460860968325	3.32468883811502e-22	2.92345288602798e-20
IFIH1	3098.16411724078	1.80656542440724	0.157653278692128	1.19819186225486e-31	3.3772596928433e-29
NCAN	2.75611992935263	1.80620800691258	0.428202262124489	6.51551465611322e-07	6.66318238390585e-06
TMIGD1	1.84763926933601	1.80392765705377	0.494069215549593	4.68708132643997e-06	4.0673470950211e-05
AC015660.3	5.02032513611085	1.80292158818496	0.493222658247574	4.63320814247677e-06	4.02418280876328e-05
LINC00589	31.009607787018	1.80182844557417	0.264541822014678	4.72565012703981e-13	1.31754711401045e-11
CSF2	40.3405104869211	1.80065543979805	0.305342719959869	1.64261630588771e-10	3.17356555022962e-09
AC092112.1	2.51923780298537	1.79898211124007	0.479042576404304	3.39759834063076e-06	3.02243767647292e-05
SV2B	15.2562350598033	1.79892905572103	0.25103477382318	3.86809990411792e-14	1.24554027585493e-12
AL390760.1	168.161751386771	1.79601635378502	0.160593437935856	2.7770872470762e-30	7.05448730812839e-28
GCKR	144.570523033071	1.79353671577636	0.172826873489105	1.7532438076374e-26	2.73293519590508e-24
AJ009632.2	10.3771910205038	1.78884638478249	0.295721312910655	6.66946739234862e-11	1.35202917305384e-09
AC005697.1	4.80913152922211	1.78794029889203	0.365560157770715	3.62395223722094e-08	4.6285810821265e-07
DDX60	1483.88692151159	1.78727998387453	0.191941074931505	6.90951554278789e-22	5.85062517730056e-20
EGF	15.4176653708892	1.78608221089177	0.239686197942527	4.73482118106507e-15	1.73043837693774e-13
ISG20	1879.93156352636	1.78450601262685	0.142484426753208	3.18231221367052e-37	1.52277339787174e-34
AC112198.2	517.910244129964	1.78391301752273	0.141614973801009	1.27077103259408e-37	6.22556780158474e-35
CLEC2A	1.78867292134948	1.78290474858962	0.565424233035258	1.91948065241039e-05	0.000146550033038947
STAT4	1340.39361578815	1.78252642915657	0.171083818378805	1.1425582701839e-26	1.808406074408e-24
MS4A2	2.16649865683019	1.77149458631746	0.475620342803002	3.89597958320694e-06	3.42872865286852e-05
E2F7	167.462555972082	1.7701989538864	0.206513455487765	5.53223357878758e-19	3.3090476196841e-17
HKDC1	1.86361092851252	1.76910116409393	0.433193180096369	1.13124010005098e-06	1.10576704506646e-05
FNDC11	11.8855925984663	1.76857087256919	0.331225289673621	3.86192949106899e-09	5.81720799474637e-08
AC026310.2	125.71239449942	1.76804102598044	0.195589213717952	8.66704444302445e-21	6.53234822196597e-19
AC091096.2	3.18093913720412	1.76773039357459	0.418458944959349	6.64664355260795e-07	6.79053315483919e-06
AC023347.1	4.47538102764475	1.76757084004817	0.448135958300626	1.87394254466376e-06	1.75691521458922e-05
BOC	4.05164152466777	1.76648026243763	0.415616722894272	6.01525966024066e-07	6.1850344255363e-06
AC100863.1	12.0035834607537	1.7567980442427	0.275732551288046	9.12559437289391e-12	2.10502499794468e-10
GCNT4	168.571052609721	1.75402796321915	0.179121855275167	6.85482317876757e-24	7.34608550657924e-22
FO393415.3	11.6344983146075	1.7538749333092	0.32098544726252	2.00437191125035e-09	3.21951260311375e-08
AL512662.2	2.87551044965523	1.75275272885475	0.457288336282777	2.79775163554614e-06	2.53597082171795e-05
C2	39.5560445089167	1.75195398208654	0.165111256022253	1.52182919363421e-27	2.56665225313258e-25
CCL4	36964.1169643505	1.74697903194092	0.131741594686422	2.31169354160598e-41	2.16206392327658e-38
AC008629.1	13.3501608120322	1.74628917174445	0.257461464766294	5.99565687416924e-13	1.64928657543992e-11
SCNN1D	16.9545724120999	1.74576626546664	0.214050946689168	1.88787279566929e-17	9.24877872468843e-16
AL358394.3	5.29962396626142	1.74508814629138	0.350482233507855	2.46795362787124e-08	3.25099960608698e-07
NLRP3	2310.34032094506	1.74459803749125	0.136759477496262	1.68433783306904e-38	9.62692645923015e-36
SLC7A2	3.83769932996145	1.73850077889528	0.433377845592971	1.52667956391494e-06	1.45430364384786e-05
AL158064.1	125.752102240101	1.73758914681702	0.231784143869753	3.49391337261937e-15	1.30001377133845e-13
AP002989.1	10.6157502406422	1.73610060038725	0.376324818640987	1.36264911717656e-07	1.57074892072969e-06
NR5A2	45.5291267020402	1.7321142566918	0.200386104502579	3.02925155461082e-19	1.90030121913635e-17
CHRM3	30.3703500780026	1.73075628100183	0.217120225556608	8.57303036568427e-17	3.89401043718145e-15
LINC02404	9.3675056870965	1.72353906592025	0.267793557864041	6.17178070295653e-12	1.46851550483266e-10
AC006974.2	53.2526965062915	1.7205253446499	0.298596592953582	3.87525401603186e-10	7.0006344718061e-09
GBP1P1	10.3826376463419	1.72032766030166	0.554844222678374	2.43936936275504e-05	0.000182252955730021
