	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
NRXN2	10.3935942023847	-0.0555615447626046	0.202024546379247	0.548470909167152	NA	NRXN2
AL049629.2	8.01375909646311	-0.14668956022648	0.224379348224207	0.121633380270558	NA	AL049629.2
OR52W1	5.6135117006862	0.0839353081385468	0.215831081821466	0.332274742430068	NA	OR52W1
AC022762.2	9.25004277995766	0.0750243266012019	0.193944619048493	0.448951670044474	NA	AC022762.2
C11orf42	16.4997484246828	-0.117471371579816	0.178515182161435	0.273614669971036	0.510354359071451	C11orf42
FAM160A2	979.14615826307	0.093990531331944	0.0973238009123032	0.275172017401032	0.511869986757752	FAM160A2
CNGA4	11.2152294064047	0.115263896462648	0.200528183340472	0.246805816133822	0.480373700909989	CNGA4
AC068733.3	7.76141595360778	-0.00883128951629803	0.21171477670607	0.913626941659599	NA	AC068733.3
APBB1	40.934380244213	0.0988447887316738	0.172325244775706	0.358976859876409	0.594641223827979	APBB1
AP003031.2	18.6445799932994	-0.13466317871509	0.188557576375088	0.202965234663748	0.426791390938766	AP003031.2
AP001324.1	84.7048761045333	0.11484528716329	0.145843915944961	0.285407624200192	0.52341503224404	AP001324.1
XRRA1	200.792981273639	2.46433264615627e-05	0.136194106965438	0.999812295380188	0.999813268220628	XRRA1
DGAT2	1061.84796875926	-0.234956293996313	0.120797028046066	0.018139530532245	0.101686194497864	DGAT2
TRIM66	142.19136936557	-0.332067003339763	0.131636192371361	0.00151658100357924	0.0220980367353212	TRIM66
CYP2R1	98.7561434357311	-0.271792132833729	0.146389210894641	0.0131879117022298	0.0834562305284443	CYP2R1
EIF4G2	8302.98216032351	-0.254313497950674	0.107140151642272	0.00574985266649831	0.0501031569524803	EIF4G2
AC116535.1	13.7760347539521	0.105058937583975	0.182096195016399	0.320573367907419	0.558389565746156	AC116535.1
ZBED5-AS1	217.940541869632	-0.0579734724295282	0.118821839116923	0.555140703800448	0.750804018054278	ZBED5-AS1
ETS1	549.24574667187	-0.382758507551291	0.133059080415306	0.000286806394563986	0.00781635945679012	ETS1
CD59	148.459053334511	-0.142152041300527	0.168077220403396	0.19489920278015	0.416764601359878	CD59
USP2-AS1	351.887584215366	0.296291092969643	0.182064121474782	0.0112927970012398	0.0758774259179918	USP2-AS1
DLG2	55.2854811688932	0.0787757861818939	0.181409470374713	0.452017075477934	0.670658246298335	DLG2
EXPH5	10.2759518802301	0.0182410252903195	0.204332761587597	0.836741764027328	NA	EXPH5
KDELC2	192.022025423393	0.320982862487196	0.217909980986252	0.00778363769325642	0.0605368650893607	KDELC2
MPZL3	210.111403397137	0.0100700905183642	0.148159571274185	0.925176505587769	0.963664895919315	MPZL3
LDHC	4.0563924019255	-0.048968960718058	0.216717985030235	0.541235532546652	NA	LDHC
LDHA	5263.18486084108	-0.00916262373963558	0.118908548982436	0.925711139854995	0.963904610068704	LDHA
TNNT3	9.43624005874014	0.0348453353422212	0.210079914766306	0.679775469440395	NA	TNNT3
AP000721.1	13.4985232200905	-0.101776222778317	0.17609549908373	0.342148719663997	0.578526932029492	AP000721.1
SF1	5186.6856705242	0.0499186845630745	0.129549724297584	0.6268673256072	0.80168565965651	SF1
ME3	22.8599842970283	-0.139748013284803	0.186091612975839	0.190737003602699	0.411022607656067	ME3
NLRX1	103.757344757905	0.136518150310894	0.141798642545458	0.201208037699805	0.424637900559239	NLRX1
MS4A15	4.19376942482987	-0.135921319902634	0.238074075826881	0.120477357056418	NA	MS4A15
SLC1A2	970.221114577941	0.4103381924161	0.187608210818695	0.000826623910438953	0.0153772945137134	SLC1A2
PAMR1	0.512640351170301	-0.0356008355683554	0.243329428441492	0.506111886639441	NA	PAMR1
AC090559.1	2260.75367555126	0.174590954835943	0.103143668028108	0.0517456008641338	0.19080470029105	AC090559.1
MADD	784.924168461286	0.200358727713211	0.110122424462566	0.0327420942816519	0.145136893828808	MADD
RPLP0P2	12.3996253423084	-0.032328786731924	0.180952022724514	0.754775347589178	0.875854168461421	RPLP0P2
SNHG1	109.182776263117	0.097238726174516	0.157616041303326	0.370832929741398	0.605372186635672	SNHG1
NUP98	4505.12917800995	-0.325972923535755	0.114389666963401	0.000700966959887644	0.0139613644867847	NUP98
MICAL2	2033.30237603401	-0.0848859773711006	0.132467069232007	0.413398722141107	0.64016642076897	MICAL2
OPCML	9.31868510141127	0.0085790991271551	0.188572237187267	0.93133138899314	NA	OPCML
GRIA4	4.35423077071798	-0.00828398997202863	0.199580338712865	0.928403554904197	NA	GRIA4
HARBI1	32.9115869440804	-0.0245475367454912	0.153300973983283	0.819781628593875	0.911419136748046	HARBI1
ATG13	1234.57076030239	0.143354436590323	0.0690627682186756	0.0275699904118494	0.131320655015678	ATG13
ARHGAP1	1507.29899745846	0.122865579074231	0.151128734925713	0.257381040243312	0.49229634950892	ARHGAP1
ZNF408	57.4815224415307	-0.311581554455742	0.159479139999151	0.00618829014854398	0.052272897332567	ZNF408
CKAP5	325.697575658627	-0.0237154416971106	0.109182398696366	0.79936503770028	0.900611596150069	CKAP5
PICALM	8202.0660681394	-0.0588469456930958	0.0811286370096556	0.430815817884796	0.653732955004323	PICALM
AP003097.1	9.66970332129503	0.128880633480451	0.191347185706707	0.217227587279103	NA	AP003097.1
EED	151.284203707851	0.150530621391426	0.125643921044202	0.137784121130307	0.340348878099761	EED
PRSS23	32.6271708924788	-0.172255179178168	0.192975540489528	0.110111249416053	0.299360941568062	PRSS23
AP001528.1	2.16403286109575	-0.046758601739197	0.22851504544655	0.500986703842361	NA	AP001528.1
PRRG4	296.055401404823	0.328451728191942	0.129723828079351	0.00156203983965395	0.022463862840626	PRRG4
QSER1	623.81863736173	0.0732951159919489	0.0904030089340795	0.368279700065351	0.603397405661253	QSER1
DEPDC7	15.0325556582819	-0.002321605872111	0.191017120531322	0.981120326398144	0.989864314681856	DEPDC7
OTUB1	1073.27734184734	0.0807026128572547	0.0742611815902201	0.244421541193334	0.477549966745554	OTUB1
AP000787.1	6.26973591520543	0.0105821803977241	0.204363817040419	0.904593697075179	NA	AP000787.1
MARK2	2119.61562894965	-0.107618888482005	0.108176005430749	0.245900818543355	0.479246077340602	MARK2
AP001107.5	2.53570987487499	-0.206831806204099	0.327850784370467	0.0226825534851622	NA	AP001107.5
PELI3	52.4740145040841	0.0759363915364168	0.133369079664742	0.465494470238285	0.682398921782632	PELI3
AP002748.3	34.104081263216	0.166501579451976	0.132287992542809	0.109701590542865	0.299252048005023	AP002748.3
LINC00301	1.36573190567858	-0.10016741759133	0.262458717099418	0.135575545134956	NA	LINC00301
ZP1	5.84774381519267	-0.0186990654765389	0.216807471952782	0.807504295706843	NA	ZP1
C11orf80	144.228645753258	-0.452896677710366	0.118092847881639	3.96294738669787e-06	0.000558396150391631	C11orf80
CADM1	10.4706247729236	0.103816415996029	0.178903626301281	0.329993203599444	NA	CADM1
AP002991.1	41.0614519598405	0.0917701340891021	0.19351161324238	0.36140768707456	0.596640261161978	AP002991.1
AP000797.3	17.3346650708631	0.499925552452055	0.408747889410524	0.00113107952004374	0.0186101220409681	AP000797.3
JAML	5278.5951320696	0.235721059588468	0.119006571478202	0.0167747901299581	0.0971500197950571	JAML
TRIM68	19.6166898594074	0.149807597086429	0.181188306123574	0.167399483189748	0.379788652766052	TRIM68
PLA2G16	131.812626357117	0.0512461949442403	0.179452849449249	0.623794268798959	0.799743983180932	PLA2G16
MAML2	11015.4695328549	-0.26567218100673	0.151282941708493	0.0166051002445682	0.0965472136695813	MAML2
VPS51	696.452383695704	-0.0762450388793564	0.095873121675369	0.370782425347626	0.605372186635672	VPS51
AP000759.1	101.790679611963	-0.103018687027694	0.174757436317704	0.337736323180758	0.574091067829714	AP000759.1
AC127526.2	3.66751814369244	-0.0562074936252956	0.216896780952817	0.488259887856062	NA	AC127526.2
AC022762.1	12.5166939007697	-0.0881323124667839	0.199614016888113	0.364041335642155	0.599270133057462	AC022762.1
KCNQ1	988.448034406938	0.0827254820758446	0.111545630024972	0.381869203301501	0.614576350951546	KCNQ1
KMT2A	275.9165821937	0.0224172988989208	0.153661965123523	0.835205698352103	0.918314737229399	KMT2A
PDE2A	109.697356123695	-0.0423718114870831	0.160327013170083	0.694640056374331	0.843244644361975	PDE2A
ARAP1	3566.26910629443	0.00456805380730737	0.0972201152551827	0.957682069519508	0.977610713740723	ARAP1
ATG16L2	726.795118707287	0.174517351349122	0.133010187061008	0.0945955609633245	0.274004153061259	ATG16L2
PPFIA1	178.996101000227	-0.230727850011182	0.145521677736208	0.0340499447622009	0.148356560639524	PPFIA1
AP000487.1	8.38196574320188	0.0197846639692022	0.196864061243609	0.834068710818601	NA	AP000487.1
MTCH2	746.282218974687	0.126648002586618	0.105129421035768	0.163887486854957	0.375992214467704	MTCH2
MRVI1-AS1	10.3380389682121	0.00219812837231612	0.210265696078953	0.978804789842583	NA	MRVI1-AS1
MRVI1	6.48241552393492	-0.0567964982103283	0.218676871739684	0.47629313577327	NA	MRVI1
GIF	3.44828517236392	-0.030784981092562	0.231341453273114	0.628037330852807	NA	GIF
TCN1	5.93503374135318	-0.0633405970413231	0.231475049436505	0.37356452323673	NA	TCN1
MS4A3	26.732739490067	-0.196090036584729	0.253185561697966	0.0466120162035838	0.179313434393397	MS4A3
MS4A2	2.94950323509805	-0.0445742237060194	0.230819178257959	0.505788423192134	NA	MS4A2
TRIM21	754.233879504696	-0.0426145622546591	0.161805260476355	0.692790836400087	0.842377180585619	TRIM21
BEST1	244.088986947878	-0.123335993577677	0.139432156616122	0.244989530460632	0.478129927417851	BEST1
FTH1	10005.6501135035	-0.270608902615756	0.12945494517121	0.00893122809879274	0.0654116019512208	FTH1
AP003733.4	226.906650782535	-0.080217497856622	0.116509177030266	0.408988581888001	0.636776039391863	AP003733.4
AP003733.3	5.31336177101967	-0.108351819751541	0.215203386860649	0.235262304204139	NA	AP003733.3
INCENP	104.76289239073	0.197655468437265	0.142794338324829	0.0664761468174973	0.221336491854639	INCENP
GPR137	161.762804872873	0.0927842957832831	0.117488276831719	0.341984283111928	0.578526932029492	GPR137
AP003774.4	15.0325217545215	0.107584903835484	0.180331941084179	0.311885707992335	0.549763934303763	AP003774.4
AP003774.3	42.853815589921	0.514202207288577	0.259245544095792	0.000261708505098945	0.0073595098726869	AP003774.3
MRGPRF	2.52440697051784	0.224793403310427	0.333699189288342	0.0187162710037167	NA	MRGPRF
YAP1	2.39905519812466	0.0100776957264611	0.210842863921178	0.902548805803594	NA	YAP1
BIRC3	1379.21484483494	-0.0641673615445641	0.153487180837684	0.552486684939548	0.748898039444461	BIRC3
BIRC2	1720.34027163648	-0.0582157758482415	0.124642441416213	0.563605466164029	0.756989507482737	BIRC2
TMEM123	4786.0118743833	0.103716787780667	0.138235734394779	0.326145680591195	0.563801876061111	TMEM123
MMP7	9.77285057663341	0.0830407581133271	0.213124332095727	0.346373186297384	NA	MMP7
MMP20	20.3552832334062	0.218945340051215	0.22371646551136	0.0423048038209326	0.169334278213434	MMP20
AP000851.2	7.87521030868113	-0.0368493561759176	0.201224146825943	0.688413448752719	NA	AP000851.2
NCAM1	340.034645037551	0.182090948719036	0.162098842795517	0.100392558604862	0.283396093113699	NCAM1
AP000880.1	10.7542689808063	0.255019262876479	0.277580725990123	0.0188518705388493	0.104025544778588	AP000880.1
TTC12	35.555946212156	0.111263146914519	0.155788623894402	0.306435635433341	0.545309685787263	TTC12
SIDT2	2134.11441886471	0.252603676586879	0.152801930457902	0.0229230710898702	0.116551277000127	SIDT2
AP004608.1	2.69046314468393	0.0399508472344518	0.216731312913163	0.612679559548422	NA	AP004608.1
MEN1	152.14036355044	0.184449574723596	0.137852994478272	0.0821457318875431	0.252382328659362	MEN1
ATG2A	807.226442328371	-0.179072038767469	0.153192934393558	0.102664148760823	0.287439466399835	ATG2A
MALAT1	203.018327060059	0.00287024351002834	0.126402426651096	0.977433267144375	0.988302158591336	MALAT1
HRAS	65.9641629264572	0.147090785070101	0.115830137165662	0.128902961077446	0.327323565849458	HRAS
CHEK1	43.1009811811458	0.178525948974945	0.177291251123339	0.106544390291105	0.294560309220941	CHEK1
AKR1C3	15.2613014196189	-0.138123016619923	0.209330605143132	0.162202630657676	0.3736623831247	AKR1C3
ADARB2	5.25709633352528	-0.14980742642918	0.229130467490227	0.110339599696089	NA	ADARB2
AC025822.2	71.0680147807589	0.291876829086199	0.218435226256676	0.0131410468833968	0.0831994101197853	AC025822.2
AL513303.2	13.0605463347347	0.603161158993682	0.52330445490441	0.000649235414395469	0.0132907620767666	AL513303.2
AL355303.1	27.9353187191454	-0.332975483199654	0.213131686143206	0.0061243624130316	0.0519316134190804	AL355303.1
KLF6	19885.4687045665	0.154611047733617	0.0981424440982533	0.0742742753112641	0.23592903330698	KLF6
AL450322.2	103.925577130928	0.145636361271987	0.197859727350479	0.16098077717967	0.371915296309914	AL450322.2
ATP5F1C	1317.48263200673	0.173073689010829	0.110923214540075	0.0664025233663352	0.221202570922311	ATP5F1C
AL450322.1	6.86748778992323	0.0928498838113311	0.206775461761928	0.320961416195352	NA	AL450322.1
LINC00703	6.14825458583377	-0.0982600649382938	0.224631239274642	0.243071738363415	NA	LINC00703
AC024908.1	1.25812710004382	0.0948932784785309	0.271766276791999	0.121357974122565	NA	AC024908.1
AL713851.1	1.04366046913877	0.109847346525256	0.265954925933096	0.114381663910854	NA	AL713851.1
ITIH2	11.3172646596481	-0.171272653694451	0.181493720347489	0.118648047417357	0.311248442868468	ITIH2
AL357833.2	6.95167548470867	-0.0171079015921292	0.218661790989794	0.818944249795679	NA	AL357833.2
AL157401.1	0.68050624412783	-0.0212581762559282	0.241223277120105	0.681220158976225	NA	AL157401.1
CCDC3	3.4623730960981	0.0976235933262196	0.202766868424712	0.311177894267667	NA	CCDC3
KIN	311.178173697017	-0.258858004309271	0.125946043627292	0.011082428776006	0.0751548757365162	KIN
RPP38	20.315227843689	-0.257801001637341	0.197203194614582	0.024870057916036	0.122500526998102	RPP38
ITIH5	2.17750361034111	-0.00167996911410669	0.209397948631727	0.983961843427414	NA	ITIH5
MRC1	96.3725608548805	-0.270156462174714	0.247115000114708	0.0174104778085876	0.0992001040055467	MRC1
CUBN	366.184777255825	0.0160243100365995	0.145070504651562	0.880699059447589	0.941777736346142	CUBN
TRDMT1	295.948445449465	-0.0370861064991796	0.115097899514542	0.700545921393385	0.846404563190038	TRDMT1
MINDY3	822.152640741474	-0.138372722524956	0.134025065869463	0.185641105962457	0.404519955840704	MINDY3
C10orf111	4.20404037715504	-0.000769339754243347	0.199305630790014	0.993353747033627	NA	C10orf111
PIP4K2A	3368.58634732801	-0.04490860505912	0.0935752984124531	0.591415226400278	0.77654192943194	PIP4K2A
C10orf67	10.8598015800947	-0.177014629533998	0.254327593777962	0.0589001921810847	0.206275263204248	C10orf67
RPS4XP11	39.4767531086014	0.0432133521321207	0.150995259353997	0.688120157041853	0.839267284747581	RPS4XP11
AKR1C4	4.3279983642648	-0.113270178944925	0.268171228758714	0.106279325532785	NA	AKR1C4
MALRD1	9.51172253685528	0.0163449429335146	0.173868785232189	0.877067595598625	NA	MALRD1
ST8SIA6	2.36489640669617	0.00664388209872068	0.219036520256792	0.928308861148223	NA	ST8SIA6
GAD2	0.875101594230258	0.0908148842863401	0.257055290540303	0.167025484322116	NA	GAD2
MKX	5.77275843027472	-0.0927692721845605	0.216510327459545	0.290352776878184	NA	MKX
ARMC4	3.701640664629	0.128524409848162	0.229727072339567	NA	NA	ARMC4
ITGA8	2.0300323257052	-0.0601599864603202	0.215814157228864	0.466360993282684	NA	ITGA8
SLC39A12	1.62537641913517	0.180082719901654	0.297055068799567	0.0378404007035727	NA	SLC39A12
LINC00840	5.32005235011857	-0.0813019293139092	0.213344459615919	0.354243258946328	NA	LINC00840
LINC02561	11.2169390587678	-0.137558899388301	0.194317133451486	0.18694388175087	0.40644644021508	LINC02561
AL591684.2	12.6810851435772	0.0969939198908536	0.208420855561661	0.297886552603245	0.537417069456921	AL591684.2
ZFAND4	84.5404895985785	0.543284598110419	0.157799031206324	3.1336785462033e-06	0.000488300851111326	ZFAND4
BX547991.1	6.02449674224921	0.117061910770045	0.20312246694908	0.234947452182097	NA	BX547991.1
MYO3A	2.97685694769087	-0.11429970997914	0.223204807591192	0.196288983223083	NA	MYO3A
C10orf25	26.1050703542052	-0.10400901062329	0.143147534523391	0.330350800530016	0.567141458589768	C10orf25
PRTFDC1	117.789548893947	0.0340747405074246	0.18022228477221	0.74274200046895	0.868462116348011	PRTFDC1
EIF3LP2	38.6707945499128	-0.0820434240318547	0.14863691397613	0.446035802831396	0.666036551127603	EIF3LP2
LINC00841	2.63741110111327	-0.0564176197181104	0.252885595338831	0.295146128275165	NA	LINC00841
AC073174.1	3.39742691307685	-0.00576088331268983	0.216026159568512	0.940348959090181	NA	AC073174.1
DNAJC1	654.3079311793	-0.0411669299078094	0.106928543714014	0.65466172381052	0.818481643559594	DNAJC1
MYL6P3	9.24163902099166	0.104382835844053	0.178205759289469	0.328251328927948	NA	MYL6P3
NAMPTP1	5025.75462964463	-0.416363201382893	0.160632669740269	0.000335011539973587	0.00861597640184497	NAMPTP1
AL390866.1	6.04042775589356	0.00443787418844496	0.218181503363033	0.952626177715422	NA	AL390866.1
ARHGAP12	346.339697541078	0.257358872173474	0.145736704168724	0.0185113668201686	0.102671963268325	ARHGAP12
UBE2D1	2200.14066784268	0.0471161093618762	0.107867504660919	0.610768860206077	0.790690533551904	UBE2D1
YWHAZP3	20.741153737267	-0.0951355758854486	0.165355502539886	0.380498873320383	0.61346589261934	YWHAZP3
AC025822.1	24.4479752358424	0.574227690645162	0.344886880922766	0.000291804212390318	0.0079037766730261	AC025822.1
ZNF33B	69.2733745810249	0.116881774191131	0.137632675675773	0.268088583118756	0.504647607224098	ZNF33B
CEP164P1	3.64389299130608	0.0560707689362948	0.212941818550362	0.505940592009095	NA	CEP164P1
NRP1	560.822468498801	-0.170413464561545	0.224401311425418	0.0864126859201816	0.259944588919556	NRP1
PLXDC2	5928.22969860874	0.00396479702642566	0.107879082674461	0.965839115651511	0.981248683501133	PLXDC2
JCAD	4.17202773156478	-0.0279333634228911	0.213561643457575	0.729037520797176	NA	JCAD
SPAG6	131.09410301318	-0.0304457117115407	0.128129233746069	0.76564140866112	0.882326401502909	SPAG6
MARCH8	456.177725217892	0.148328786100701	0.116117700830601	0.126286975823152	0.32365924821549	MARCH8
KIF5B	2638.90821361627	-0.223509343826195	0.126274548195231	0.028337039050437	0.133142037674188	KIF5B
NMT2	19.3159157925056	-0.112008248970123	0.193901311144608	0.272433249705094	0.50948389745614	NMT2
AL731567.1	9.73564645176355	-0.226616918941471	0.251987000635527	0.0314045927881263	NA	AL731567.1
CCAR1	548.191673577761	-0.154962187536702	0.103183262675383	0.0843808925714031	0.256218459905602	CCAR1
ZWINT	6.66834729718254	0.0227628384934978	0.202793224851467	0.80028077258726	NA	ZWINT
ZNF22	4.15856119986093	-0.17487822804987	0.237015050743528	0.0716402136443865	NA	ZNF22
ANXA11	4453.96037598615	-0.0864207023936666	0.104517474294423	0.340266142864132	0.576661060018916	ANXA11
FAM213A	34.0019566934143	0.289069920639225	0.220277799097801	0.0137733874772431	0.085522509419199	FAM213A
MINPP1	184.67245106293	-0.383544339974206	0.168668856106689	0.00111935390921066	0.018532303159369	MINPP1
TFAM	276.333498025921	0.108277484740107	0.113807396163985	0.258400394600142	0.493491456209085	TFAM
RPS3AP5	3.98522070451147	-0.110458919424737	0.216272331479818	0.225413683143377	NA	RPS3AP5
EIF5AP4	135.516406644077	0.283238443768931	0.0985990151764738	0.00109246593489615	0.0183160902629108	EIF5AP4
GRID1	10.3078267779612	0.0115823098092267	0.196071137577914	0.902808620462212	NA	GRID1
AL391704.2	2.20305735649523	0.21305921571321	0.357288562272739	0.0168279356225796	NA	AL391704.2
AC024600.1	0.919739632564709	0.0765639164542354	0.26623401430042	0.166197302235644	NA	AC024600.1
LINC00863	25.0634967097631	-0.0979470514202212	0.150338494304506	0.364705983694814	0.599916884505441	LINC00863
EIF2S2P3	5.16349700663159	0.0380826546206851	0.20580474881238	0.666390482708676	NA	EIF2S2P3
MYOF	4043.26867433793	0.362353476740156	0.158371147291218	0.00155685246970669	0.0224169410598042	MYOF
BMS1	192.564117827649	0.028785540491666	0.149011582765942	0.788633120641921	0.894991490266665	BMS1
HHEX	100.991443584088	0.0797355670786077	0.142937480958504	0.454589727574739	0.673042805916321	HHEX
CCSER2	1787.01246862363	-0.236122582662756	0.13366652974478	0.0245520390622048	0.121747389468813	CCSER2
REEP3	875.708944389635	0.00570088128245167	0.0909243291675418	0.944470169757918	0.972669885579941	REEP3
ARHGAP19-SLIT1	8.75147864913274	-0.0629845224335668	0.206611008509451	0.484023242138927	NA	ARHGAP19-SLIT1
TLL2	29.3246193161264	0.03271088575985	0.19372979642838	0.735814833431773	0.864952888748459	TLL2
NRBF2	467.202910271263	-0.201370471918219	0.0892677134893408	0.0124056384421614	0.0803878087898377	NRBF2
AC022387.1	66.2224833150576	0.222338209284457	0.182572043257891	0.0487783121976508	0.184275169725581	AC022387.1
RASSF4	1467.88679725223	0.235362934782742	0.0863516791006164	0.00267541509341512	0.0312210334028928	RASSF4
PIK3AP1	18049.5146562767	-0.127785804104696	0.111286300091097	0.176182128478457	0.391541413496403	PIK3AP1
APBB1IP	2432.20706551591	0.00899134139228094	0.121294284036388	0.927886953906657	0.96472625856667	APBB1IP
KAT6B	416.970415498154	0.0157903716315991	0.115786303922747	0.870381275764473	0.935781815840768	KAT6B
AL358394.3	7.83749506063133	-0.15167692184235	0.248707032801172	0.0862857053748675	NA	AL358394.3
RSU1P1	4.71724460956519	-0.0551382264937104	0.229291154880174	0.43595156080378	NA	RSU1P1
AL117339.5	7.24134561569799	0.0213637473244122	0.208819210522052	0.800779656875732	NA	AL117339.5
ZNF25	129.45281553319	0.0248638107366485	0.128241023434802	0.807739068907649	0.904823632027847	ZNF25
AL158834.2	6.39820186049727	-0.243580161507882	0.293439486871394	0.0199543888626002	NA	AL158834.2
RPL17P34	2.82498595417632	-0.136365227729074	0.227819247938202	0.13543562284183	NA	RPL17P34
MARCH5	398.697783262913	0.116696082182115	0.0851348305790299	0.132908893295626	0.33290030650901	MARCH5
RPA2P2	5.34326499067939	0.0821688764802528	0.199155803646064	0.395870491450381	NA	RPA2P2
CPEB3	256.199812614583	0.0968498249997267	0.104577426044913	0.285372348608998	0.52341503224404	CPEB3
EXOC6	413.159294754499	-0.0724245326272604	0.0810418536493469	0.331797729615711	0.568299615771382	EXOC6
BICC1	22.2500293022285	-0.327072763573139	0.366977585239614	0.00639817706518521	0.0533945906912875	BICC1
BTRC	150.922207701761	0.0185982081653758	0.110962329774794	0.843616147222368	0.922226466652383	BTRC
FAM171A1	3.6649599914624	0.00341398786216327	0.209971828469444	0.967202610203651	NA	FAM171A1
ZNF33A	262.085627137493	-0.0278342145394768	0.128775975265481	0.785709943881872	0.893664938318196	ZNF33A
YWHAZP5	5.65062225950167	-0.109506319934197	0.194035788105564	0.281993397481841	NA	YWHAZP5
GSTO1	5403.61995172666	0.0770922108379436	0.111672079853085	0.415450163201527	0.6423812061177	GSTO1
FRAT1	322.685796649442	0.179659498544529	0.160868779951178	0.104503027220049	0.290908490023025	FRAT1
RRP12	4865.44663324872	-0.133643699511277	0.147535963594926	0.216094240437296	0.443540712008677	RRP12
AL157788.1	19.8597414753916	0.333853691115871	0.234331784449341	0.00636220287776079	0.0531991017146096	AL157788.1
DPCD	50.3318039584825	-0.046251774724654	0.129421900030386	0.652235947816984	0.81706848849295	DPCD
FAM204A	551.238349424687	-0.0963463123432642	0.072930371634861	0.158074348335898	0.36776651040031	FAM204A
FBXW4	376.646613109691	0.0482116038368963	0.0937185411203769	0.564881729898022	0.757595659538765	FBXW4
PDCD11	231.175554719518	0.0375443802891213	0.123970095401389	0.70874040385288	0.850453832779023	PDCD11
AC068896.1	5.36478082257072	0.113999266778666	0.213872389969539	0.220035874496739	NA	AC068896.1
AL391425.1	2.06662311093488	0.128705710392626	0.255254513313762	0.106543346051173	NA	AL391425.1
PNLIPRP3	3.43994729128483	-0.0577171223398171	0.234502521216742	0.391824555253513	NA	PNLIPRP3
RHOBTB1	38.2394269253273	-0.269286106880534	0.164316450516223	0.0178592850547797	0.100786634235432	RHOBTB1
LYZL1	1.63164275018058	-0.06623938304567	0.224013591162256	0.39203916634778	NA	LYZL1
C10orf76	764.904312582339	0.109184060609001	0.0685169220652294	0.0911782980504551	0.267180654353601	C10orf76
AGAP9	9.46815495942835	-0.0188794666684655	0.183675518294466	0.85335459858277	NA	AGAP9
PGAM1	1194.7202937475	0.110346142727176	0.113617328616315	0.248931269833804	0.482836262430253	PGAM1
FAM13C	0.887025285210035	-0.0373068801434849	0.23689224479313	0.532764703316269	NA	FAM13C
ITPRIP	6452.94618685481	-0.0517172829750146	0.106789794161514	0.573831859702294	0.763636015204375	ITPRIP
CFAP58	77.3697892224609	0.0246835349139967	0.165994667041005	0.818074776114261	0.91084401560469	CFAP58
ANXA2P3	3.23407962405223	-0.00732151995647181	0.202195880203461	0.935218248591169	NA	ANXA2P3
LINC01435	24.2387716412737	-0.0722987030130061	0.175148053716587	0.49659239222247	0.705636190773454	LINC01435
TMEM26	14.1926860340466	-0.276242479514476	0.277127993377059	0.0144044506147173	0.0880419697240106	TMEM26
CCNY	4772.77310358612	-0.156579213269517	0.074899026121106	0.0248381763858441	0.122434553863232	CCNY
CACUL1	1165.32869882137	-0.0986515830388262	0.0721140346677311	0.144427918813458	0.349449591707517	CACUL1
FRAT2	415.326348365467	-0.0261512615480968	0.150838088683431	0.807906235733767	0.904823632027847	FRAT2
RPL19P16	90.5799673253883	0.0934491654050164	0.137190296910145	0.374732579839746	0.608177064082518	RPL19P16
AC012560.1	18.2772025129671	-0.0574123549688042	0.215936056632669	0.48419204882348	0.697154439250679	AC012560.1
RAB11FIP2	141.692343938508	-0.0622287482854348	0.0766907132943377	0.38256143616485	0.614934917068672	RAB11FIP2
AC010998.1	2.3955150839051	0.000348357656840767	0.218368939939864	0.996267261964093	NA	AC010998.1
OAT	963.884735380715	-0.00422769235491392	0.115480599821332	0.965098071590634	0.980721494415985	OAT
MGMT	204.007182042599	-0.00908254480356045	0.12099359394486	0.927060031490506	0.964388436033621	MGMT
MTG1	13.3968079216656	0.397349360554427	0.239332123284542	0.00205298793958649	0.026554516855296	MTG1
IKZF5	90.0413043082895	-0.145046553095925	0.12988613448308	0.15947983598523	0.369793455067687	IKZF5
RPL12P27	4.08798461625334	0.035022681558626	0.197611409246463	0.71076103753614	NA	RPL12P27
WBP1L	1480.19314946996	-0.0513874454043649	0.0943966396956448	0.541729849400606	0.741623964373233	WBP1L
BCCIP	242.66811611525	0.0431146698844328	0.0909693189273499	0.598467855885688	0.781495292438721	BCCIP
INPP5A	1022.8333302983	-0.297783488333059	0.14699768710381	0.00687650751936539	0.0561178940813275	INPP5A
CHST15	6343.35059528601	-0.0848133717236094	0.127620694892321	0.405875181842849	0.635214082891236	CHST15
TACC2	7.35532300361373	-0.0225562813332417	0.184461520593585	0.824692705011527	NA	TACC2
AL356476.1	3.26714008789572	-0.0363425667615267	0.211210926903225	0.663535439785743	NA	AL356476.1
LHPP	325.31644564179	0.196929625628206	0.116011937575176	0.0423449753744719	0.169338290223548	LHPP
DHX32	73.7170950662794	-0.0288241751780576	0.122820077495493	0.773199169834212	0.887420209576189	DHX32
HTRA1	297.39985792302	-0.238292818931609	0.197095691658846	0.0353614211320592	0.151573470192273	HTRA1
PDZD8	734.575436694949	-0.0863580264623541	0.116390498947888	0.373802182527844	0.607684807055174	PDZD8
TEX36	1.59912309040806	-0.212935101428204	0.356006918437653	0.0170353172660025	NA	TEX36
