NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GSE2585_CD80_HIGH_VS_LOW_MTEC_UP	200	121		
GSE2585_CTEC_VS_MTEC_THYMUS_DN	200	150		
GSE2585_CTEC_VS_MTEC_THYMUS_UP	200	161		
GSE2585_CTEC_VS_THYMIC_DC_DN	200	159		
GSE2585_CTEC_VS_THYMIC_DC_UP	200	142		
GSE2585_CTEC_VS_THYMIC_MACROPHAGE_DN	199	173		
GSE2585_CTEC_VS_THYMIC_MACROPHAGE_UP	200	157		
GSE2585_THYMIC_DC_VS_MTEC_DN	200	152		
GSE2585_THYMIC_DC_VS_MTEC_UP	199	142		
GSE2585_THYMIC_DC_VS_THYMIC_MACROPHAGE_DN	198	148		
GSE2585_THYMIC_DC_VS_THYMIC_MACROPHAGE_UP	195	135		
GSE2585_THYMIC_MACROPHAGE_VS_MTEC_DN	198	151		
GSE2585_THYMIC_MACROPHAGE_VS_MTEC_UP	197	155		
GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_DN	200	177		
GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_UP	200	159		
GSE26023_PHD3_KO_VS_WT_NEUTROPHIL_HYPOXIA_DN	196	147		
GSE26023_PHD3_KO_VS_WT_NEUTROPHIL_HYPOXIA_UP	198	138		
GSE26030_TH1_VS_TH17_DAY15_POST_POLARIZATION_DN	200	171		
GSE26030_TH1_VS_TH17_DAY15_POST_POLARIZATION_UP	199	168		
GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_DN	197	170		
GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_UP	200	161		
GSE26030_TH1_VS_TH17_RESTIMULATED_DAY15_POST_POLARIZATION_DN	199	161		
GSE26030_TH1_VS_TH17_RESTIMULATED_DAY15_POST_POLARIZATION_UP	199	173		
GSE26030_TH1_VS_TH17_RESTIMULATED_DAY5_POST_POLARIZATION_DN	200	175		
GSE26030_TH1_VS_TH17_RESTIMULATED_DAY5_POST_POLARIZATION_UP	200	146		
GSE26030_UNSTIM_VS_RESTIM_TH17_DAY15_POST_POLARIZATION_DN	200	164		
GSE26030_UNSTIM_VS_RESTIM_TH17_DAY15_POST_POLARIZATION_UP	175	150		
GSE26030_UNSTIM_VS_RESTIM_TH17_DAY5_POST_POLARIZATION_DN	198	162		
GSE26030_UNSTIM_VS_RESTIM_TH17_DAY5_POST_POLARIZATION_UP	181	151		
GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_DN	200	177		
GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_UP	200	177		
GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_DN	200	171		
GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_UP	200	174		
GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN	199	175		
GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP	199	175		
GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN	197	177		
GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_UP	196	143		
GSE26290_WT_VS_PDK1_KO_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN	197	158		
GSE26290_WT_VS_PDK1_KO_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_UP	195	159		
GSE26343_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN	200	175		
GSE26343_UNSTIM_VS_LPS_STIM_MACROPHAGE_UP	200	170		
GSE26343_UNSTIM_VS_LPS_STIM_NFAT5_KO_MACROPHAGE_DN	200	171		
GSE26343_UNSTIM_VS_LPS_STIM_NFAT5_KO_MACROPHAGE_UP	198	173		
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_DN	200	175		
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_DN	200	174		
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_UP	200	171		
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_UP	200	180		
GSE26351_UNSTIM_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_DN	199	154		
GSE26351_UNSTIM_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_UP	200	172		
GSE26351_UNSTIM_VS_WNT_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_DN	200	172		
GSE26351_UNSTIM_VS_WNT_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_UP	200	172		
GSE26351_WNT_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_DN	200	178		
GSE26351_WNT_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_UP	199	150		
GSE26488_CTRL_VS_PEPTIDE_INJECTION_HDAC7_DELTAP_TG_OT2_THYMOCYTE_DN	200	164		
GSE26488_CTRL_VS_PEPTIDE_INJECTION_HDAC7_DELTAP_TG_OT2_THYMOCYTE_UP	200	127		
GSE26488_CTRL_VS_PEPTIDE_INJECTION_OT2_THYMOCYTE_DN	183	165		
GSE26488_CTRL_VS_PEPTIDE_INJECTION_OT2_THYMOCYTE_UP	186	117		
GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_DN	200	152		
GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_UP	190	139		
GSE26488_WT_VS_HDAC7_DELTAP_TG_OT2_THYMOCYTE_WITH_PEPTIDE_INJECTION_DN	199	168		
GSE26488_WT_VS_HDAC7_DELTAP_TG_OT2_THYMOCYTE_WITH_PEPTIDE_INJECTION_UP	200	149		
GSE26488_WT_VS_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_DN	192	123		
GSE26488_WT_VS_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_UP	195	144		
GSE26488_WT_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_DN	170	146		
GSE26488_WT_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_UP	200	158		
GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_DN	200	174		
GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP	193	147		
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_DN	200	175		
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_UP	195	144		
GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_DN	190	130		
GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_UP	192	129		
GSE26559_TCF1_KO_VS_WT_LIN_NEG_CELL_DN	196	134		
GSE26559_TCF1_KO_VS_WT_LIN_NEG_CELL_UP	198	176		
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_COSTIM_BLOCK_DN	199	166		
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_COSTIM_BLOCK_UP	200	174		
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_DN	199	148		
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_UP	200	162		
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD4_TCELL_DN	200	165		
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD4_TCELL_UP	200	162		
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_DN	200	169		
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_UP	200	167		
GSE26727_WT_VS_KLF2_KO_LPS_STIM_MACROPHAGE_DN	200	175		
GSE26727_WT_VS_KLF2_KO_LPS_STIM_MACROPHAGE_UP	199	158		
GSE26890_CXCR1_NEG_VS_POS_EFFECTOR_CD8_TCELL_DN	200	160		
GSE26890_CXCR1_NEG_VS_POS_EFFECTOR_CD8_TCELL_UP	200	170		
GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_DN	200	161		
GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_UP	200	148		
GSE26928_CENTR_MEMORY_VS_CXCR5_POS_CD4_TCELL_DN	192	141		
GSE26928_CENTR_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP	190	123		
GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_DN	194	144		
GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP	190	140		
GSE26928_EFF_MEM_VS_CENTR_MEM_CD4_TCELL_DN	191	124		
GSE26928_EFF_MEM_VS_CENTR_MEM_CD4_TCELL_UP	190	142		
GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN	193	154		
GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP	192	156		
GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_DN	194	160		
GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_UP	197	141		
GSE26928_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN	196	156		
GSE26928_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP	190	149		
GSE2706_2H_VS_8H_LPS_STIM_DC_DN	194	162		
GSE2706_2H_VS_8H_LPS_STIM_DC_UP	196	160		
GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_DN	199	162		
GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_UP	198	170		
GSE2706_2H_VS_8H_R848_STIM_DC_DN	196	155		
GSE2706_2H_VS_8H_R848_STIM_DC_UP	194	155		
GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_DN	181	90		
GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_UP	191	109		
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_DN	196	141		
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP	198	164		
GSE2706_R848_VS_LPS_2H_STIM_DC_DN	188	123		
GSE2706_R848_VS_LPS_2H_STIM_DC_UP	190	115		
GSE2706_R848_VS_LPS_8H_STIM_DC_DN	190	160		
GSE2706_R848_VS_LPS_8H_STIM_DC_UP	187	109		
GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN	191	133		
GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_UP	187	128		
GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_DN	197	157		
GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_UP	189	140		
GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN	192	159		
GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_UP	191	148		
GSE2706_UNSTIM_VS_2H_LPS_DC_DN	194	157		
GSE2706_UNSTIM_VS_2H_LPS_DC_UP	197	145		
GSE2706_UNSTIM_VS_2H_R848_DC_DN	194	160		
GSE2706_UNSTIM_VS_2H_R848_DC_UP	195	152		
GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_DN	197	168		
GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_UP	198	176		
GSE2706_UNSTIM_VS_8H_LPS_DC_DN	198	171		
GSE2706_UNSTIM_VS_8H_LPS_DC_UP	197	167		
GSE2706_UNSTIM_VS_8H_R848_DC_DN	197	161		
GSE2706_UNSTIM_VS_8H_R848_DC_UP	198	152		
GSE27092_WT_VS_HDAC7_PHOSPHO_DEFICIENT_CD8_TCELL_DN	200	160		
GSE27092_WT_VS_HDAC7_PHOSPHO_DEFICIENT_CD8_TCELL_UP	200	134		
GSE27241_CTRL_VS_DIGOXIN_TREATED_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN	197	166		
GSE27241_CTRL_VS_DIGOXIN_TREATED_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP	162	126		
GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN	185	136		
GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP	197	158		
GSE27241_WT_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN	183	141		
GSE27241_WT_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP	172	143		
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_DN	168	146		
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_DN	178	139		
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP	180	165		
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP	163	128		
GSE27291_0H_VS_6H_STIM_GAMMADELTA_TCELL_DN	196	136		
GSE27291_0H_VS_6H_STIM_GAMMADELTA_TCELL_UP	195	138		
GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_DN	190	162		
GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_UP	188	147		
GSE27291_6H_VS_7D_STIM_GAMMADELTA_TCELL_DN	187	138		
GSE27291_6H_VS_7D_STIM_GAMMADELTA_TCELL_UP	196	156		
GSE27434_WT_VS_DNMT1_KO_TREG_DN	200	173		
GSE27434_WT_VS_DNMT1_KO_TREG_UP	200	172		
GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_DN	199	179		
GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_UP	200	153		
GSE27670_CTRL_VS_BLIMP1_TRANSDUCED_GC_BCELL_DN	200	159		
GSE27670_CTRL_VS_BLIMP1_TRANSDUCED_GC_BCELL_UP	200	132		
GSE27670_CTRL_VS_LMP1_TRANSDUCED_GC_BCELL_DN	200	171		
GSE27670_CTRL_VS_LMP1_TRANSDUCED_GC_BCELL_UP	200	163		
GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_2H_DN	200	173		
GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_2H_UP	193	152		
GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_48H_DN	198	177		
GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_48H_UP	200	165		
GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_6H_DN	192	148		
GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_6H_UP	196	163		
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_DN	196	163		
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_UP	197	167		
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_48H_DN	200	173		
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_48H_UP	199	165		
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_6H_DN	198	162		
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_6H_UP	200	155		
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN	198	174		
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP	198	174		
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	196	139		
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP	200	181		
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	199	130		
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP	200	174		
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN	159	123		
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP	147	103		
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	199	173		
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP	200	160		
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	200	176		
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP	200	157		
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_DN	162	129		
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP	128	89		
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_DN	199	169		
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP	200	167		
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN	199	171		
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP	197	130		
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	200	171		
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP	200	170		
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_48H_DN	200	170		
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_48H_UP	199	172		
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN	199	180		
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP	199	161		
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	194	168		
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP	197	155		
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_48H_DN	198	163		
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_48H_UP	200	183		
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN	197	169		
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP	198	167		
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN	197	168		
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_UP	196	145		
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_48H_DN	199	173		
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_48H_UP	198	171		
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_DN	199	167		
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP	200	180		
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN	200	146		
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP	199	149		
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	198	165		
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP	198	171		
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	198	160		
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP	194	163		
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_DN	195	166		
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP	191	120		
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_DN	196	160		
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP	198	159		
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN	200	169		
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP	199	148		
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_DN	200	167		
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP	198	173		
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_48H_DN	196	153		
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_48H_UP	198	154		
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_6H_DN	200	167		
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_6H_UP	200	165		
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN	200	169		
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_UP	200	177		
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_48H_DN	200	166		
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_48H_UP	200	169		
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_DN	200	158		
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP	200	148		
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN	200	163		
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP	200	153		
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	199	166		
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP	200	171		
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	200	174		
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP	200	165		
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_DN	199	148		
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP	200	147		
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_DN	200	165		
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP	200	161		
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN	200	148		
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP	200	173		
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_2H_DN	199	165		
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_2H_UP	200	169		
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_DN	198	163		
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP	154	113		
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_4H_DN	130	84		
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_4H_UP	200	172		
GSE27786_BCELL_VS_CD4_TCELL_DN	198	153		
GSE27786_BCELL_VS_CD4_TCELL_UP	200	165		
GSE27786_BCELL_VS_CD8_TCELL_DN	199	150		
GSE27786_BCELL_VS_CD8_TCELL_UP	200	170		
GSE27786_BCELL_VS_ERYTHROBLAST_DN	200	132		
GSE27786_BCELL_VS_ERYTHROBLAST_UP	200	168		
GSE27786_BCELL_VS_MONO_MAC_DN	200	142		
GSE27786_BCELL_VS_MONO_MAC_UP	200	170		
GSE27786_BCELL_VS_NEUTROPHIL_DN	199	149		
GSE27786_BCELL_VS_NEUTROPHIL_UP	200	177		
GSE27786_BCELL_VS_NKCELL_DN	200	178		
GSE27786_BCELL_VS_NKCELL_UP	200	164		
GSE27786_BCELL_VS_NKTCELL_DN	200	165		
GSE27786_BCELL_VS_NKTCELL_UP	200	174		
GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_DN	200	142		
GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_UP	200	177		
GSE27786_CD4_TCELL_VS_MONO_MAC_DN	200	158		
GSE27786_CD4_TCELL_VS_MONO_MAC_UP	200	163		
GSE27786_CD4_TCELL_VS_NEUTROPHIL_DN	200	155		
GSE27786_CD4_TCELL_VS_NEUTROPHIL_UP	200	178		
GSE27786_CD4_TCELL_VS_NKCELL_DN	200	172		
GSE27786_CD4_TCELL_VS_NKCELL_UP	200	163		
GSE27786_CD4_TCELL_VS_NKTCELL_DN	200	157		
GSE27786_CD4_TCELL_VS_NKTCELL_UP	200	176		
GSE27786_CD4_VS_CD8_TCELL_DN	199	158		
GSE27786_CD4_VS_CD8_TCELL_UP	200	170		
GSE27786_CD8_TCELL_VS_ERYTHROBLAST_DN	200	138		
GSE27786_CD8_TCELL_VS_ERYTHROBLAST_UP	200	176		
GSE27786_CD8_TCELL_VS_MONO_MAC_DN	200	166		
GSE27786_CD8_TCELL_VS_MONO_MAC_UP	199	164		
GSE27786_CD8_TCELL_VS_NEUTROPHIL_DN	199	168		
GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP	199	171		
GSE27786_CD8_TCELL_VS_NKCELL_DN	200	175		
GSE27786_CD8_TCELL_VS_NKCELL_UP	199	157		
GSE27786_CD8_TCELL_VS_NKTCELL_DN	200	168		
GSE27786_CD8_TCELL_VS_NKTCELL_UP	200	162		
GSE27786_ERYTHROBLAST_VS_MONO_MAC_DN	200	174		
GSE27786_ERYTHROBLAST_VS_MONO_MAC_UP	200	144		
GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_DN	200	175		
GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_UP	200	156		
GSE27786_LIN_NEG_VS_BCELL_DN	200	173		
GSE27786_LIN_NEG_VS_BCELL_UP	200	152		
GSE27786_LIN_NEG_VS_CD4_TCELL_DN	200	167		
GSE27786_LIN_NEG_VS_CD4_TCELL_UP	200	160		
GSE27786_LIN_NEG_VS_CD8_TCELL_DN	200	174		
GSE27786_LIN_NEG_VS_CD8_TCELL_UP	200	166		
GSE27786_LIN_NEG_VS_ERYTHROBLAST_DN	200	132		
GSE27786_LIN_NEG_VS_ERYTHROBLAST_UP	200	172		
GSE27786_LIN_NEG_VS_MONO_MAC_DN	200	153		
GSE27786_LIN_NEG_VS_MONO_MAC_UP	200	165		
GSE27786_LIN_NEG_VS_NEUTROPHIL_DN	200	174		
GSE27786_LIN_NEG_VS_NEUTROPHIL_UP	199	164		
GSE27786_LIN_NEG_VS_NKCELL_DN	200	167		
GSE27786_LIN_NEG_VS_NKCELL_UP	200	156		
GSE27786_LIN_NEG_VS_NKTCELL_DN	200	175		
GSE27786_LIN_NEG_VS_NKTCELL_UP	200	167		
GSE27786_LSK_VS_BCELL_DN	199	164		
GSE27786_LSK_VS_BCELL_UP	200	169		
GSE27786_LSK_VS_CD4_TCELL_DN	200	165		
GSE27786_LSK_VS_CD4_TCELL_UP	200	168		
GSE27786_LSK_VS_CD8_TCELL_DN	200	169		
GSE27786_LSK_VS_CD8_TCELL_UP	199	167		
GSE27786_LSK_VS_ERYTHROBLAST_DN	200	127		
GSE27786_LSK_VS_ERYTHROBLAST_UP	200	169		
GSE27786_LSK_VS_LIN_NEG_CELL_DN	200	156		
GSE27786_LSK_VS_LIN_NEG_CELL_UP	200	161		
GSE27786_LSK_VS_MONO_MAC_DN	200	147		
GSE27786_LSK_VS_MONO_MAC_UP	200	173		
GSE27786_LSK_VS_NEUTROPHIL_DN	200	157		
GSE27786_LSK_VS_NEUTROPHIL_UP	200	168		
GSE27786_LSK_VS_NKCELL_DN	200	179		
