NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_UP	GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_UP		173	-0.22080915	-1.1076187	0.25941423	0.5350123	1.0	2347	tags=25%, list=17%, signal=29%	
GSE4748_CTRL_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN	GSE4748_CTRL_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN		165	-0.2088885	-1.107593	0.25840336	0.53462976	1.0	2067	tags=21%, list=15%, signal=25%	
GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN	GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN		168	-0.22465529	-1.1072539	0.29827917	0.5349618	1.0	1948	tags=21%, list=14%, signal=25%	
GSE11961_MARGINAL_ZONE_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_UP	GSE11961_MARGINAL_ZONE_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_UP		157	-0.22242649	-1.1069682	0.26337448	0.5351887	1.0	1846	tags=20%, list=13%, signal=22%	
GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_2H_UP	GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_2H_UP		145	-0.27387348	-1.1067554	0.3496802	0.53524774	1.0	2228	tags=27%, list=16%, signal=32%	
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_1H_UP	GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_1H_UP		175	-0.22911379	-1.1060307	0.29896906	0.5364512	1.0	2573	tags=27%, list=18%, signal=32%	
GSE45365_WT_VS_IFNAR_KO_CD11B_DC_UP	GSE45365_WT_VS_IFNAR_KO_CD11B_DC_UP		144	-0.2476702	-1.1050745	0.31355932	0.53817564	1.0	2493	tags=24%, list=18%, signal=29%	
GSE5099_DAY3_VS_DAY7_MCSF_TREATED_MACROPHAGE_UP	GSE5099_DAY3_VS_DAY7_MCSF_TREATED_MACROPHAGE_UP		161	-0.22875986	-1.1050657	0.2765531	0.53774405	1.0	2931	tags=28%, list=21%, signal=35%	
GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_UP	GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_UP		179	-0.2462078	-1.1050351	0.312	0.5373739	1.0	3572	tags=40%, list=25%, signal=53%	
GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		172	-0.23204826	-1.1048349	0.25757575	0.53736037	1.0	3080	tags=31%, list=22%, signal=39%	
GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN	GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN		171	-0.26685637	-1.1042484	0.33003953	0.53822064	1.0	2192	tags=30%, list=15%, signal=35%	
GSE33424_CD161_HIGH_VS_NEG_CD8_TCELL_DN	GSE33424_CD161_HIGH_VS_NEG_CD8_TCELL_DN		160	-0.23034512	-1.1038253	0.29211086	0.53874004	1.0	2537	tags=24%, list=18%, signal=29%	
GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_UP	GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_UP		139	-0.2948487	-1.1034777	0.3172691	0.53905773	1.0	2099	tags=26%, list=15%, signal=30%	
GSE3720_UNSTIM_VS_PMA_STIM_VD2_GAMMADELTA_TCELL_UP	GSE3720_UNSTIM_VS_PMA_STIM_VD2_GAMMADELTA_TCELL_UP		150	-0.27407488	-1.103177	0.34607646	0.53929913	1.0	1579	tags=17%, list=11%, signal=19%	
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_DN	GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_DN		167	-0.23678567	-1.1030006	0.3174274	0.53927094	1.0	3037	tags=36%, list=21%, signal=45%	
GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_UP	GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_UP		176	-0.23263611	-1.1025516	0.29735234	0.5398211	1.0	2329	tags=23%, list=16%, signal=28%	
GSE18804_SPLEEN_MACROPHAGE_VS_TUMORAL_MACROPHAGE_DN	GSE18804_SPLEEN_MACROPHAGE_VS_TUMORAL_MACROPHAGE_DN		155	-0.24586834	-1.1025203	0.33066133	0.5394444	1.0	2516	tags=26%, list=18%, signal=32%	
GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN		158	-0.29368818	-1.1023939	0.34526315	0.53926	1.0	2224	tags=31%, list=16%, signal=36%	
GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN	GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN		179	-0.2562718	-1.1021379	0.32713756	0.5394372	1.0	2946	tags=33%, list=21%, signal=41%	
GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_DN	GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_DN		165	-0.23875952	-1.1019588	0.30081302	0.5393856	1.0	870	tags=12%, list=6%, signal=13%	
GSE42724_MEMORY_VS_B1_BCELL_UP	GSE42724_MEMORY_VS_B1_BCELL_UP		161	-0.22916	-1.1014816	0.32	0.5399809	1.0	2726	tags=27%, list=19%, signal=33%	
GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_DN	GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_DN		173	-0.21731493	-1.101421	0.27142859	0.5396705	1.0	2318	tags=24%, list=16%, signal=29%	
GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_UP	GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_UP		174	-0.2316194	-1.1012975	0.29045644	0.539511	1.0	2937	tags=28%, list=21%, signal=35%	
GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_DN	GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_DN		161	-0.21429442	-1.1012157	0.2691552	0.5392426	1.0	3574	tags=33%, list=25%, signal=43%	
GSE2405_0H_VS_1.5H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	GSE2405_0H_VS_1.5H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP		146	-0.24322483	-1.1004108	0.28199565	0.54062855	1.0	3367	tags=31%, list=24%, signal=40%	
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP	GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP		165	-0.22753772	-1.1002496	0.30859375	0.54053426	1.0	2254	tags=24%, list=16%, signal=28%	
GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_UP	GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_UP		160	-0.2453332	-1.1002448	0.34349594	0.54010653	1.0	3576	tags=34%, list=25%, signal=45%	
GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN	GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN		173	-0.3469407	-1.1001302	0.3859649	0.53991985	1.0	3203	tags=38%, list=23%, signal=49%	
GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_48H_DN	GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_48H_DN		177	-0.21191888	-1.0999576	0.27755103	0.53988093	1.0	2185	tags=21%, list=15%, signal=24%	
GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN	GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN		172	-0.2669961	-1.0999514	0.34530938	0.5394595	1.0	1991	tags=24%, list=14%, signal=28%	
GSE11961_MARGINAL_ZONE_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_DN	GSE11961_MARGINAL_ZONE_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_DN		152	-0.21345182	-1.0997707	0.25751072	0.5394476	1.0	2954	tags=30%, list=21%, signal=37%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_UP	GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_UP		123	-0.22289859	-1.0996639	0.28333333	0.53926957	1.0	2001	tags=23%, list=14%, signal=26%	
GSE22589_HEALTHY_VS_SIV_INFECTED_DC_DN	GSE22589_HEALTHY_VS_SIV_INFECTED_DC_DN		155	-0.24208005	-1.0996157	0.2710084	0.53895384	1.0	3141	tags=31%, list=22%, signal=39%	
GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_UP	GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_UP		174	-0.22547142	-1.0994959	0.3065134	0.5388361	1.0	1948	tags=21%, list=14%, signal=24%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_DN		127	-0.30164304	-1.0993629	0.31416836	0.538708	1.0	2956	tags=35%, list=21%, signal=44%	
GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_UP	GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_UP		163	-0.21760854	-1.099307	0.29399586	0.5384032	1.0	3083	tags=30%, list=22%, signal=38%	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN		151	-0.21017295	-1.0988995	0.2690678	0.5389146	1.0	1780	tags=21%, list=13%, signal=23%	
GSE12392_CD8A_POS_VS_NEG_SPLEEN_IFNB_KO_DC_UP	GSE12392_CD8A_POS_VS_NEG_SPLEEN_IFNB_KO_DC_UP		171	-0.24256802	-1.0983496	0.33464566	0.53970784	1.0	2095	tags=25%, list=15%, signal=29%	
GSE23925_DARK_ZONE_VS_NAIVE_BCELL_UP	GSE23925_DARK_ZONE_VS_NAIVE_BCELL_UP		166	-0.23028412	-1.098199	0.30241936	0.5395976	1.0	2886	tags=28%, list=20%, signal=35%	
GSE29618_BCELL_VS_MDC_DN	GSE29618_BCELL_VS_MDC_DN		174	-0.27989078	-1.0978861	0.36811024	0.53992337	1.0	2582	tags=32%, list=18%, signal=39%	
GSE21546_WT_VS_ELK1_KO_DP_THYMOCYTES_UP	GSE21546_WT_VS_ELK1_KO_DP_THYMOCYTES_UP		166	-0.22569019	-1.0971767	0.30184805	0.5410717	1.0	2196	tags=21%, list=15%, signal=25%	
GSE7460_CD8_TCELL_VS_TREG_ACT_DN	GSE7460_CD8_TCELL_VS_TREG_ACT_DN		179	-0.22782193	-1.0971446	0.31501058	0.5407029	1.0	3524	tags=35%, list=25%, signal=45%	
GSE19941_UNSTIM_VS_LPS_AND_IL10_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_DN	GSE19941_UNSTIM_VS_LPS_AND_IL10_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_DN		148	-0.2248128	-1.0969923	0.28893906	0.54059386	1.0	3121	tags=30%, list=22%, signal=39%	
GSE12392_WT_VS_IFNB_KO_CD8A_NEG_SPLEEN_DC_UP	GSE12392_WT_VS_IFNB_KO_CD8A_NEG_SPLEEN_DC_UP		164	-0.22515802	-1.0968574	0.2990291	0.54044205	1.0	2516	tags=25%, list=18%, signal=30%	
GSE18893_TCONV_VS_TREG_2H_TNF_STIM_UP	GSE18893_TCONV_VS_TREG_2H_TNF_STIM_UP		149	-0.20740734	-1.0964605	0.26923078	0.54094607	1.0	3206	tags=32%, list=23%, signal=41%	
GSE41867_NAIVE_VS_EFFECTOR_CD8_TCELL_DN	GSE41867_NAIVE_VS_EFFECTOR_CD8_TCELL_DN		176	-0.25567678	-1.0964502	0.34095633	0.54054123	1.0	2684	tags=30%, list=19%, signal=36%	
GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP		156	-0.26108587	-1.0955737	0.34274194	0.54202336	1.0	3768	tags=44%, list=27%, signal=59%	
GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_UP	GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_UP		174	-0.23734444	-1.0955431	0.3125	0.54164946	1.0	2296	tags=28%, list=16%, signal=33%	
GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP	GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP		177	-0.2606603	-1.0953829	0.31630647	0.54158	1.0	2407	tags=24%, list=17%, signal=28%	
GSE40685_NAIVE_CD4_TCELL_VS_FOXP3_KO_TREG_PRECURSOR_UP	GSE40685_NAIVE_CD4_TCELL_VS_FOXP3_KO_TREG_PRECURSOR_UP		162	-0.22690918	-1.0947573	0.3305785	0.5426054	1.0	2133	tags=25%, list=15%, signal=29%	
GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_6H_UP	GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_6H_UP		163	-0.2341224	-1.0940052	0.3234127	0.54389584	1.0	2585	tags=28%, list=18%, signal=34%	
GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP	GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP		156	-0.2320713	-1.0938087	0.30341882	0.54391253	1.0	2466	tags=24%, list=17%, signal=29%	
GSE14415_NATURAL_TREG_VS_TCONV_DN	GSE14415_NATURAL_TREG_VS_TCONV_DN		148	-0.24518545	-1.093714	0.31453362	0.5436953	1.0	4204	tags=40%, list=30%, signal=56%	
GSE339_CD4POS_VS_CD4CD8DN_DC_DN	GSE339_CD4POS_VS_CD4CD8DN_DC_DN		175	-0.21042171	-1.0932204	0.27104723	0.54442	1.0	1635	tags=19%, list=12%, signal=21%	
GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_DN	GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_DN		174	-0.22027981	-1.0931615	0.2949495	0.5441259	1.0	3409	tags=29%, list=24%, signal=38%	
GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_52H_UP	GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_52H_UP		154	-0.21452565	-1.0930024	0.27628866	0.54405475	1.0	2205	tags=21%, list=16%, signal=24%	
GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_12H_UP	GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_12H_UP		175	-0.19762957	-1.0929835	0.23868313	0.543663	1.0	2385	tags=23%, list=17%, signal=27%	
GSE22886_NAIVE_CD8_TCELL_VS_DC_UP	GSE22886_NAIVE_CD8_TCELL_VS_DC_UP		163	-0.22518544	-1.0927652	0.30985916	0.54372394	1.0	2126	tags=18%, list=15%, signal=21%	
GSE12198_CTRL_VS_LOW_IL2_STIM_NK_CELL_UP	GSE12198_CTRL_VS_LOW_IL2_STIM_NK_CELL_UP		161	-0.2224408	-1.09226	0.32394367	0.5444669	1.0	2123	tags=22%, list=15%, signal=25%	
GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_TCELL_MEMBRANES_ACT_MAST_CELL_DN	GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_TCELL_MEMBRANES_ACT_MAST_CELL_DN		163	-0.23673472	-1.0922062	0.3244898	0.54415756	1.0	2821	tags=28%, list=20%, signal=35%	
GSE3039_NKT_CELL_VS_B1_BCELL_DN	GSE3039_NKT_CELL_VS_B1_BCELL_DN		167	-0.22345693	-1.091762	0.31465518	0.54475725	1.0	2782	tags=28%, list=20%, signal=35%	
GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_DN	GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_DN		168	-0.2704953	-1.0916365	0.35114503	0.5446028	1.0	2516	tags=29%, list=18%, signal=35%	
GSE26351_UNSTIM_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_DN	GSE26351_UNSTIM_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_DN		154	-0.23409988	-1.0915632	0.30172414	0.54432124	1.0	2489	tags=25%, list=18%, signal=30%	
GSE21360_NAIVE_VS_QUATERNARY_MEMORY_CD8_TCELL_UP	GSE21360_NAIVE_VS_QUATERNARY_MEMORY_CD8_TCELL_UP		177	-0.32660663	-1.0912491	0.36960986	0.54460937	1.0	3114	tags=38%, list=22%, signal=49%	
GSE17186_MEMORY_VS_CD21LOW_TRANSITIONAL_BCELL_DN	GSE17186_MEMORY_VS_CD21LOW_TRANSITIONAL_BCELL_DN		170	-0.21109027	-1.0911354	0.3247012	0.54442495	1.0	2401	tags=22%, list=17%, signal=27%	
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP	GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP		165	-0.24185544	-1.090508	0.3268817	0.54541934	1.0	2719	tags=26%, list=19%, signal=32%	
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_UP	GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_UP		128	-0.24801537	-1.0903796	0.32210526	0.5452714	1.0	1911	tags=23%, list=13%, signal=26%	
GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_DN	GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_DN		152	-0.22656937	-1.0900602	0.27489176	0.54556185	1.0	2690	tags=28%, list=19%, signal=34%	
GSE1925_3H_VS_24H_IFNG_STIM_MACROPHAGE_DN	GSE1925_3H_VS_24H_IFNG_STIM_MACROPHAGE_DN		158	-0.21818641	-1.0899853	0.3019272	0.54531735	1.0	1827	tags=18%, list=13%, signal=21%	
GSE17301_CTRL_VS_48H_ACD3_ACD28_STIM_CD8_TCELL_UP	GSE17301_CTRL_VS_48H_ACD3_ACD28_STIM_CD8_TCELL_UP		152	-0.21289758	-1.0899521	0.29598308	0.54495156	1.0	2377	tags=24%, list=17%, signal=28%	
GSE23568_ID3_KO_VS_WT_CD8_TCELL_DN	GSE23568_ID3_KO_VS_WT_CD8_TCELL_DN		182	-0.24914351	-1.089656	0.30831644	0.54519904	1.0	2600	tags=29%, list=18%, signal=35%	
GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_DN	GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_DN		167	-0.2260706	-1.0893055	0.30452675	0.5455744	1.0	2225	tags=22%, list=16%, signal=26%	
GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN	GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN		166	-0.2700463	-1.0890387	0.33734939	0.5457827	1.0	3157	tags=41%, list=22%, signal=52%	
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP	GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP		173	-0.23679033	-1.0889932	0.33402923	0.5454506	1.0	1355	tags=18%, list=10%, signal=20%	
GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP	GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP		163	-0.22894381	-1.0888201	0.32572615	0.54539275	1.0	2148	tags=23%, list=15%, signal=27%	
GSE32034_UNTREATED_VS_ROSIGLIZATONE_TREATED_LY6C_HIGH_MONOCYTE_DN	GSE32034_UNTREATED_VS_ROSIGLIZATONE_TREATED_LY6C_HIGH_MONOCYTE_DN		165	-0.25416106	-1.0887341	0.35639414	0.54515135	1.0	2640	tags=30%, list=19%, signal=37%	
GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_DN	GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_DN		168	-0.22081293	-1.0882863	0.3090129	0.5457287	1.0	2509	tags=24%, list=18%, signal=29%	
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN	GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN		169	-0.2469573	-1.087744	0.31458333	0.5464878	1.0	2748	tags=26%, list=19%, signal=32%	
GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_BALBC_UP	GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_BALBC_UP		130	-0.22277154	-1.0876632	0.29175946	0.54623204	1.0	2989	tags=27%, list=21%, signal=34%	
GSE28237_FOLLICULAR_VS_EARLY_GC_BCELL_UP	GSE28237_FOLLICULAR_VS_EARLY_GC_BCELL_UP		161	-0.21057492	-1.0875965	0.2997988	0.54596096	1.0	1032	tags=13%, list=7%, signal=14%	
GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP		156	-0.27294233	-1.0874197	0.33971292	0.54594475	1.0	2212	tags=26%, list=16%, signal=30%	
GSE20198_UNTREATED_VS_IL12_IL18_TREATED_ACT_CD4_TCELL_DN	GSE20198_UNTREATED_VS_IL12_IL18_TREATED_ACT_CD4_TCELL_DN		164	-0.22211324	-1.0873693	0.34055117	0.5456356	1.0	3468	tags=35%, list=24%, signal=46%	
GSE40274_HELIOS_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_HELIOS_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		167	-0.21506956	-1.087136	0.29341316	0.54571533	1.0	2010	tags=19%, list=14%, signal=21%	
GSE22140_GERMFREE_VS_SPF_MOUSE_CD4_TCELL_UP	GSE22140_GERMFREE_VS_SPF_MOUSE_CD4_TCELL_UP		163	-0.33567864	-1.0866327	0.39139345	0.5464039	1.0	2400	tags=36%, list=17%, signal=42%	
GSE3982_BASOPHIL_VS_TH1_DN	GSE3982_BASOPHIL_VS_TH1_DN		164	-0.21160345	-1.0863959	0.3067227	0.5465071	1.0	2510	tags=27%, list=18%, signal=32%	
GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_UP	GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_UP		170	-0.22722557	-1.0863547	0.33125	0.5461845	1.0	2907	tags=28%, list=20%, signal=34%	
GSE22589_HEALTHY_VS_SIV_INFECTED_DC_UP	GSE22589_HEALTHY_VS_SIV_INFECTED_DC_UP		172	-0.2601797	-1.0860839	0.34387353	0.5463743	1.0	2439	tags=28%, list=17%, signal=34%	
GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_UP	GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_UP		134	-0.26624247	-1.0858061	0.34188035	0.54657555	1.0	1809	tags=22%, list=13%, signal=25%	
GSE37533_PPARG2_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_DN	GSE37533_PPARG2_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_DN		160	-0.22508125	-1.0857595	0.2992126	0.54625064	1.0	3084	tags=31%, list=22%, signal=39%	
GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP	GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP		173	-0.2723578	-1.0855513	0.36792454	0.54627115	1.0	2207	tags=28%, list=16%, signal=32%	
GSE30083_SP1_VS_SP3_THYMOCYTE_DN	GSE30083_SP1_VS_SP3_THYMOCYTE_DN		167	-0.21776249	-1.0853684	0.31827956	0.54626346	1.0	2523	tags=23%, list=18%, signal=28%	
GSE45365_NK_CELL_VS_CD11B_DC_MCMV_INFECTION_DN	GSE45365_NK_CELL_VS_CD11B_DC_MCMV_INFECTION_DN		172	-0.21587376	-1.0850285	0.29746836	0.54660845	1.0	3581	tags=34%, list=25%, signal=45%	
GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_UP	GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_UP		156	-0.27113777	-1.0841846	0.3339921	0.5481151	1.0	3691	tags=37%, list=26%, signal=49%	
GSE41867_NAIVE_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP	GSE41867_NAIVE_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP		170	-0.21933529	-1.0839131	0.3372549	0.54832757	1.0	2901	tags=27%, list=20%, signal=34%	
GSE10240_CTRL_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN	GSE10240_CTRL_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN		171	-0.23586284	-1.0834625	0.33202356	0.5489546	1.0	1761	tags=20%, list=12%, signal=22%	
GSE360_DC_VS_MAC_M_TUBERCULOSIS_UP	GSE360_DC_VS_MAC_M_TUBERCULOSIS_UP		152	-0.262063	-1.0833333	0.3340336	0.548834	1.0	2511	tags=30%, list=18%, signal=36%	
GSE22886_NAIVE_TCELL_VS_NKCELL_UP	GSE22886_NAIVE_TCELL_VS_NKCELL_UP		168	-0.23614784	-1.0831938	0.33864543	0.54874617	1.0	2251	tags=23%, list=16%, signal=27%	
GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN		165	-0.35216528	-1.0828437	0.37214136	0.5491007	1.0	2145	tags=33%, list=15%, signal=39%	
GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP	GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP		141	-0.22608893	-1.0823916	0.3304721	0.54968876	1.0	2217	tags=23%, list=16%, signal=27%	
GSE3720_UNSTIM_VS_PMA_STIM_VD2_GAMMADELTA_TCELL_DN	GSE3720_UNSTIM_VS_PMA_STIM_VD2_GAMMADELTA_TCELL_DN		163	-0.20985076	-1.0822808	0.27708334	0.54955786	1.0	2015	tags=20%, list=14%, signal=23%	
GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_UP	GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_UP		174	-0.21703963	-1.0820994	0.3163482	0.54954153	1.0	2779	tags=26%, list=20%, signal=32%	
GSE37605_C57BL6_VS_NOD_FOXP3_IRES_GFP_TCONV_DN	GSE37605_C57BL6_VS_NOD_FOXP3_IRES_GFP_TCONV_DN		138	-0.21095802	-1.0818177	0.3113402	0.54977196	1.0	3050	tags=32%, list=21%, signal=40%	
